%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z,secs_since_start
1590598729585867104,152.37964104,1128.0739193,-2.1216718633,-0.00022879336652,-0.000535773120672,-0.0184173607657,0.0
1590598729637193497,152.379935096,1128.07389712,-2.12167580437,-0.000102266971444,-0.000431929956588,-0.0178354125678,0.051326464
1590598729686625455,152.380098909,1128.07388486,-2.1216774498,-4.92013025341e-05,-0.000201761006514,-0.0173936909819,0.100758528
1590598729752589065,152.380188607,1128.07387892,-2.12167703069,-3.3790302693e-05,-1.32355705467e-05,-0.0170046127794,0.166722048
1590598729787973678,152.380235214,1128.0736399,-2.12167571472,-0.000311453131293,0.000108013598175,-0.0166417141614,0.202106624
1590598729843202633,152.380257042,1128.07350546,-2.12167424695,-0.000264516230064,0.000177679929856,-0.0160846856248,0.257335552
1590598729887337820,152.380265024,1128.0734289,-2.12167299973,-0.000143235039271,0.000204004908302,-0.0156584566602,0.30147072
1590598729946161258,152.380264822,1128.07338618,-2.12167213657,-2.81273993942e-05,0.000203504308325,-0.0152779699447,0.360294144
1590598729987104075,152.380260026,1128.0733632,-2.12167165515,5.99414791618e-05,0.000187258347548,-0.0149009005724,0.401236992
1590598730048403684,152.380253118,1128.0733512,-2.12167148427,0.000154532643566,0.000161409079397,-0.0142424027079,0.462536704
1590598730083535184,152.380244925,1128.07310716,-2.12167158784,-7.83750249103e-05,0.000134038251312,-0.0137188592376,0.497668096
1590598730132456859,152.380765491,1128.07296821,-2.12167180065,-6.37504722496e-06,-0.000501415432221,-0.013233377852,0.546589952
1590598730183776890,152.381058735,1128.07288953,-2.1216756776,0.000105906644409,-0.000399443897836,-0.0127529898184,0.59790976
1590598730245734389,152.38122197,1128.07284552,-2.12167729099,0.000192126758205,-0.000175645899895,-0.011950402421,0.659867392
1590598730292500640,152.381310539,1128.07281948,-2.12167687693,0.000223900748933,5.11292838354e-06,-0.0113247717083,0.706633728
1590598730334153518,152.381355643,1128.07280512,-2.12167555414,0.000217226654385,0.000116779435185,-0.0107615245376,0.748286464
1590598730382069961,152.381376399,1128.07279738,-2.12167412316,0.000188950261835,0.000174014267742,-0.0102120092249,0.796203008
1590598730447291937,152.381388685,1128.07279036,-2.12167293146,0.000148750463708,0.000222970332671,-0.00926829073541,0.861424896
1590598730493270726,152.38138016,1128.07255516,-2.12167203334,-0.000184547661075,0.000195685840463,-0.00861201755602,0.907403776
1590598730533702045,152.381375209,1128.07241737,-2.12167167284,-0.000173524154902,0.000172586830351,-0.00797528593485,0.947835136
1590598730583716224,152.38136896,1128.07233696,-2.1216716031,-0.000101564870307,0.000153009888164,-0.00735199798487,0.997849344
1590598730640809576,152.381890602,1128.07229038,-2.12167167225,-5.55941340809e-05,-0.000479717489702,-0.00633303448008,1.054942464
1590598730687039065,152.382183157,1128.07226191,-2.12167546007,-5.61052760108e-05,-0.000372282247128,-0.00555524814997,1.101171968
1590598730740294861,152.382345764,1128.0722448,-2.12167700346,-8.6936983961e-05,-0.000145271528861,-0.00486161101432,1.154427904
1590598730786219869,152.382433827,1128.07223458,-2.12167654786,-0.000167658866692,3.8155329042e-05,-0.00379873885868,1.200352768
1590598730840686805,152.382478902,1128.07222605,-2.12167520203,-0.000236523165729,0.000150962185369,-0.00299873435309,1.25481984
1590598730885674145,152.382499145,1128.07198282,-2.12167380472,-0.000559995676417,0.000204601816142,-0.00229228204997,1.299807232
1590598730939540004,152.382506476,1128.07184186,-2.12167268192,-0.000545143821734,0.000224532992787,-0.00160774229578,1.35367296
1590598730986715593,152.382502694,1128.07176319,-2.12167192942,-0.000464170949762,0.000204827867737,-0.000510757950063,1.40084864
1590598731039100764,152.382497185,1128.07171386,-2.12167161251,-0.000401397802934,0.000181150219928,0.000357667059542,1.453233664
1590598731087087537,152.382489074,1128.07168429,-2.1216715724,-0.000363586689982,0.000154125695514,0.000683072248509,1.501220608
1590598731155532042,152.382480333,1128.07167089,-2.12167154921,-0.000343535544607,0.000126840749211,0.00125726003026,1.569665024
1590598731196297509,152.383001493,1128.07166424,-2.12167168124,-0.000335290180136,-0.0005152806583,0.00239546629814,1.610430464
1590598731255299224,152.383293166,1128.07165377,-2.12167571123,-0.000342751009699,-0.000408408276705,0.0032899000861,1.66943232
1590598731295359564,152.383455429,1128.07164533,-2.12167738354,-0.000345441905823,-0.000182607876294,0.00410213824107,1.70949248
1590598731360243787,152.383545668,1128.07163786,-2.12167699844,-0.000354976119458,6.09194779528e-06,0.00489257101396,1.774376704
1590598731386045624,152.383586652,1128.07139747,-2.12167569527,-0.000622903798885,0.000115873169227,0.00610075336059,1.800178688
1590598731432718887,152.383607989,1128.07125428,-2.12167429891,-0.000578229532996,0.000177559187513,0.00703162961307,1.84685184
1590598731483944957,152.383615258,1128.07116969,-2.12167313461,-0.000470632806621,0.000203522307333,0.00783795798642,1.898077952
1590598731557697657,152.383614536,1128.07111934,-2.12167231725,-0.000352831763921,0.000202744271159,0.00859870467906,1.971830528
1590598731601389308,152.383608784,1128.07108912,-2.12167186028,-0.000208195442701,0.000180167893356,0.00980375773872,2.015522304
1590598731649263791,152.383601197,1128.07106706,-2.12167173877,-0.000107320446272,0.000152848662788,0.0107314471242,2.063396864
1590598731689115867,152.38359157,1128.07105235,-2.1216718396,-3.3284276286e-05,0.000119623702846,0.0115461089795,2.103248896
1590598731733336114,152.384110846,1128.07104139,-2.1216720848,2.91023862416e-05,-0.000518252481714,0.0128212280651,2.147469056
1590598731782859470,152.384403446,1128.07103009,-2.12167599483,5.81031246957e-05,-0.000419782795487,0.0137923378755,2.196992512
1590598731841646195,152.384566423,1128.07102038,-2.12167765304,7.53676465148e-05,-0.000197409820641,0.0146502065953,2.255779072
1590598731889383714,152.384653931,1128.07077534,-2.12167731714,-0.000165267158307,-1.71676894715e-05,0.0159550754613,2.303516672
1590598731943008513,152.384698759,1128.07063033,-2.12167604669,-9.2768735062e-05,9.52488653704e-05,0.0169370961292,2.357141504
1590598731988395740,152.384719065,1128.07054444,-2.12167464488,2.66597185137e-05,0.00015322782003,0.0177929401414,2.402528768
1590598732036851103,152.384725326,1128.07049334,-2.12167349519,0.000119051438422,0.00017414324958,0.018596747024,2.450984192
1590598732084696468,152.384724141,1128.07046224,-2.12167271201,0.000169451543225,0.000173957254463,0.0198644123422,2.498829568
1590598732139025718,152.385247484,1128.07044,-2.12167225603,0.000173057042413,-0.000452232867608,0.0208186600151,2.553158656
1590598732193865589,152.385541428,1128.07042457,-2.12167570323,0.000156200959934,-0.000347608691208,0.0216555464225,2.607998464
1590598732247089220,152.385704499,1128.07041362,-2.12167706615,0.000126627781655,-0.000123883437688,0.0224473853174,2.661222144
1590598732283195296,152.385789013,1128.07040637,-2.12167651707,5.08703107049e-05,4.57483268435e-05,0.0236787091038,2.697328384
