%time,field.star_effort,field.port_effort,secs_since_start
1590602711450076588,13.3842229486,14.9326149802,0.0
1590602711465974257,-9.68661391114,-10.6506199897,0.0158976
1590602711728544384,17.3919959457,17.85350119,0.278467584
1590602711753192223,5.6040167674,-9.41635627724,0.30311552
1590602712071674193,21.5043990803,21.2359977768,0.62159744
1590602712081749913,11.9565235063,-6.12277137712,0.631673344
1590602712320297139,23.631979901,22.9642535514,0.870220544
1590602712349698594,13.431846384,8.69878042446,0.899621888
1590602712519328290,13.5549891767,11.1785970957,1.069251584
1590602712753599984,22.2695346538,22.579872958,1.303523328
1590602712765777251,13.3099265619,11.8233834785,1.31570048
1590602713045476829,19.343129804,20.1249654409,1.595400192
1590602713053086793,11.7256166892,11.2797734919,1.603010048
1590602713268960892,15.9193979825,17.5707020974,1.818884096
1590602713288011969,8.62109548952,9.03274542508,1.83793536
1590602713433011546,6.89129676079,7.33912830323,1.982934784
1590602713459443944,12.1523913848,15.6529421846,2.009367296
1590602713592040251,-4.82100948441,6.88322012875,2.14196352
1590602713865336805,-9.69037392129,14.0551754459,2.41526016
1590602713868557628,-8.81069715146,-4.91542135361,2.418480896
1590602714070162255,-15.6009468065,10.4422366896,2.620085504
1590602714081815575,-12.0186333194,-9.81699410301,2.63173888
1590602714345735937,-12.8397132236,-11.7114404824,2.895659264
1590602714395110082,-16.3256858975,-3.11846143204,2.945033472
1590602714623783303,-13.8272407466,-12.0434670021,3.173706752
1590602714636195979,-16.5232808093,-4.83376876637,3.186119424
1590602714803947298,-13.2101989817,-11.8628395522,3.353870592
1590602714962954311,-12.7030234551,12.2557389277,3.512877568
1590602714979188945,-11.4360262958,-11.7553685902,3.52911232
1590602715244898415,-9.3953888795,-10.6627198369,3.794821632
1590602715262760147,-5.46331515609,14.9953018415,3.81268352
1590602715565501636,-4.59703877885,0.0,4.115425024
1590602715574774141,14.7642505124,18.1345690442,4.124697344
1590602715808840361,17.684006464,18.7835850008,4.358763776
1590602715843250586,8.11535917423,5.79984599093,4.393174016
1590602716013807279,9.87246319547,4.64847386209,4.563730688
1590602716175440155,10.4954728983,4.59249375858,4.725363456
1590602716184465088,17.8001144909,18.6950090369,4.73438848
1590602716387900763,16.8785546832,17.5589040642,4.937824
1590602716647053084,8.68417846252,-6.42735400095,5.196976384
1590602716655319569,15.0562107418,15.674439827,5.20524288
1590602716847802027,-8.35294845385,-9.43314012567,5.39772544
1590602716856188513,-12.8261773226,12.0575976078,5.406111744
1590602717011275218,-12.9194876546,-10.4367105192,5.561198592
1590602717169500126,-17.875515617,-11.8262935964,5.719423488
1590602717191469672,-14.6721755396,-14.4987293737,5.741392896
1590602717417658501,-18.5728410208,-15.3886467897,5.967581952
1590602717444419725,-15.6379918643,-15.8850275084,5.994343168
1590602717568924478,-16.3765487459,-16.6947560681,6.118847744
1590602717793678522,-18.9314575915,-17.6770708818,6.34360192
1590602717817208749,-16.8321698954,-17.1931931765,6.36713216
1590602718021080088,-16.8961276408,-15.4618254731,6.571003392
1590602718022137930,-16.3890596731,-16.7265941055,6.572061184
1590602718152287693,-13.9331749777,-11.4524869023,6.702211072
1590602718170020612,-15.4026251652,-15.6781942184,6.719943936
1590602718411678125,-14.1678974828,-14.4701600123,6.961601536
1590602718417699412,-12.6594985429,10.0851470496,6.967622656
1590602718604248331,-13.0390141435,-11.3730162367,7.154171648
1590602718613774953,4.65446523791,14.4509945065,7.163698176
1590602718767692297,13.9512001433,15.6960778978,7.317615616
1590602718777931975,-10.3278941473,-9.80899728632,7.32785536
1590602718961330723,15.8894887582,16.3551076732,7.511254016
1590602718974440236,-6.79734902009,-10.7507103116,7.52436352
1590602719167180516,18.420406776,17.8478543565,7.717103872
1590602719178675979,6.60666398854,-10.3972440162,7.728599296
1590602719381898957,11.4939167376,-8.609624525,7.931822336
1590602719391554593,21.8729278831,20.1731613606,7.941477888
1590602719601113661,22.6883850715,22.3540093665,8.151036928
1590602719610398586,13.1774588823,9.82183623359,8.160321792
1590602719848918496,23.5502291609,23.3356381815,8.398841856
1590602719855666952,13.6333181316,11.145004471,8.405590272
1590602720168115750,21.8419592653,22.1836578614,8.71803904
1590602720178529288,13.3558109987,12.1861265925,8.728452608
1590602720399567799,12.2074878675,10.7372675294,8.9494912
1590602720402535703,19.1362803731,19.7712681942,8.952459008
1590602720626736617,17.1840921519,17.7126797094,9.176659968
1590602720662576703,10.4187355138,9.4007095345,9.212499968
1590602720897964380,5.60140924621,-7.58097329404,9.447887616
1590602720921556522,3.75061187324,13.806255113,9.471479808
1590602721066176004,-12.2866745938,13.2670196144,9.616099328
1590602721081344230,-9.36562361142,-6.33381695946,9.631267584
1590602721344247099,-10.6674044112,-10.3363600292,9.894170368
1590602721351702367,-14.7063261399,10.4546407241,9.9016256
1590602721515773699,-13.365737555,-10.9245377016,10.065697024
1590602721768012715,-13.4291757946,-12.9567230017,10.317936128
1590602721800001933,-16.6866400867,-7.15838401952,10.349925376
1590602721998448279,-15.8559211217,4.5170860463,10.548371712
1590602722041327819,-50.8005657683,48.8649355733,10.5912512
1590602722198787708,-50.8005657683,48.8649355733,10.748710912
1590602722349239650,-33.0253346237,34.5463096433,10.89916288
1590602722472242657,-59.4112541303,60.269991706,11.022166016
1590602722665641945,-77.2575013033,77.9198067923,11.215565312
1590602722678341240,-50.1252579124,50.4935725001,11.228264448
1590602722931794900,-60.8094991426,60.9767336037,11.481718272
1590602722977629863,-70.3673636784,70.6302007224,11.52755328
1590602723237126430,-74.5433905371,74.7158474465,11.787049728
1590602723265227659,-82.4391267848,82.4485565784,11.815151104
1590602723586452325,-82.4379098488,82.4501118332,12.136375552
1590602723599128493,-85.9020034365,86.0652201715,12.149051904
1590602723894675500,-82.4375098342,82.4506812346,12.444598784
1590602723900676313,-95.2949495857,95.44524202,12.45059968
1590602724167090580,-98.7392286381,98.8314157479,12.717014016
1590602724181292544,-81.4990983158,81.6747808935,12.731215872
1590602724496350081,-64.8311548247,65.0518673338,13.046273536
1590602724502409210,-95.294953823,95.4452478526,13.052332544
1590602724715300062,-98.7669172086,98.7793951063,13.265223424
1590602724738036360,-81.4991031806,81.6747876193,13.287959808
1590602724895664116,-64.8311609412,65.0518757793,13.445587456
1590602725113144590,-81.4991031828,81.6747876211,13.663067904
1590602725203191767,-42.0006552167,42.340549737,13.753115136
1590602725353702611,-64.8311609403,65.0518757783,13.903625984
1590602725553503639,-81.4991031808,81.6747876192,14.103427072
1590602725621293299,25.9801722787,-25.422475061,14.17121664
1590602725906244841,55.8031696402,-55.5457165634,14.456168192
1590602725925145915,-42.0006552167,42.3405497371,14.475069184
1590602726222875329,25.9801722786,-25.4224750609,14.77279872
1590602726225989962,-64.8311609399,65.0518757779,14.775913216
1590602726392632447,-81.4991032183,81.6747876577,14.942555648
1590602726401637704,-42.0006552151,42.3405497353,14.95156096
1590602726696461752,-64.8311609393,65.0518757772,15.246385152
1590602726784927082,25.980172281,-25.4224750635,15.334850304
1590602727242446778,55.8031696411,-55.5457165639,15.792370176
1590602727247283026,-42.0006552154,42.3405497353,15.797206272
1590602727586198260,-64.8311609395,65.0518757772,16.1361216
1590602728066333022,-81.4991031927,81.6747881525,16.616256256
1590602728095119958,25.9801722806,-25.4224750637,16.6450432
1590602728451533480,55.8031696409,-55.545716564,17.001456896
1590602728482423026,-42.0006552154,42.3405497353,17.032346368
1590602728766783691,-64.8311609403,65.0518757776,17.316707072
1590602728874524645,25.9801722811,-25.4224750642,17.424448
1590602729540785693,55.8031696457,-55.5457165728,18.090708992
1590602729807704317,-42.0006552168,42.3405497412,18.357627648
1590602729822455487,25.9801722878,-25.4224750808,18.37237888
1590602729976328680,-42.0006552122,42.3405497251,18.526252032
1590602730010522026,-20.1872749834,42.3405497252,18.56044544
1590602730193139490,-53.3530735903,65.0518757709,18.743062784
1590602730249170929,-44.2262064897,44.633636357,18.799094272
1590602730510463878,-54.0337249032,53.9896886058,19.060387328
1590602730534689307,-66.2946583875,66.5671531966,19.084612608
1590602730656144596,-58.7526827821,58.7459016683,19.206067968
1590602730932734634,-76.752212511,76.7470217927,19.482658048
1590602730957369238,-62.5680447523,62.5862907514,19.507292672
1590602731198913170,-67.0747868676,67.1089995119,19.748836608
1590602731207264803,-79.7106304995,79.7249533115,19.757188096
1590602731401016702,-69.4608630776,69.4950863297,19.950939904
1590602731419474613,-69.4608630776,69.4950863297,19.969398016
1590602731586029802,-71.4557266562,71.4947146421,20.135953152
1590602731599668192,-85.2281402473,85.2560344755,20.149591552
1590602731814468922,-73.129334452,73.1801143179,20.364392192
1590602731877803573,-73.129334452,73.1801143179,20.427726848
