%time,field.star_effort,field.port_effort,secs_since_start
1591018840447232260,0.0,0.0,0.0
1591018840647203157,0.0,0.0,0.199970816
1591018840847338466,0.0,0.0,0.40010624
1591018841048680577,0.0,0.0,0.601448448
1591018841251015407,0.0,0.0,0.803783168
1591018841447653906,0.0,0.0,1.000421632
1591018841645843822,0.0,0.0,1.198611456
1591018841850091516,0.0,0.0,1.402859264
1591018842050895739,0.0,0.0,1.60366336
1591018842248505886,0.0,0.0,1.8012736
1591018842447595842,0.0,0.0,2.00036352
1591018842650126810,0.0,0.0,2.202894592
1591018842846712048,0.0,0.0,2.399479808
1591018843047142124,0.0,0.0,2.599909888
1591018843248051867,0.0,0.0,2.800819712
1591018843450451610,0.0,0.0,3.003219456
1591018843647236377,0.0,0.0,3.200004096
1591018843848928476,0.0,0.0,3.401696256
1591018844048592653,0.0,0.0,3.601360384
1591018844248013887,0.0,0.0,3.800781568
1591018844447459595,0.0,0.0,4.000227328
1591018844648499792,0.0,0.0,4.201267456
1591018844847896632,0.0,0.0,4.40066432
1591018845048158907,0.0,0.0,4.60092672
1591018845248413591,0.0,0.0,4.80118144
1591018845448287114,0.0,0.0,5.001054976
1591018845647690988,0.0,0.0,5.200458752
1591018845847286422,0.0,0.0,5.400054272
1591018846048461729,0.0,0.0,5.601229568
1591018846248187040,0.0,0.0,5.80095488
1591018846448735822,0.0,0.0,6.001503488
1591018846647177530,0.0,0.0,6.199945216
1591018846847153327,0.0,0.0,6.399921152
1591018847047918270,0.0,0.0,6.60068608
1591018847247401216,0.0,0.0,6.80016896
1591018847448681908,0.0,0.0,7.001449728
1591018847649358352,0.0,0.0,7.20212608
1591018847848150703,0.0,0.0,7.400918528
1591018848046904691,0.0,0.0,7.59967232
1591018848247242984,0.0,0.0,7.800010752
1591018848447301841,0.0,0.0,8.000069632
1591018848648609178,0.0,0.0,8.201377024
1591018848848131659,0.0,0.0,8.400899328
1591018849049122289,0.0,0.0,8.601890048
1591018849248503043,0.0,0.0,8.801270784
1591018849451620756,0.0,0.0,9.004388608
1591018849652570231,0.0,0.0,9.205337856
1591018849852885820,0.0,0.0,9.405653504
1591018850047317224,0.0,0.0,9.600084992
1591018850249199810,0.0,0.0,9.801967616
1591018850451269908,0.0,0.0,10.004037632
1591018850652219156,0.0,0.0,10.20498688
1591018850846477254,0.0,0.0,10.399245056
1591018851049596419,0.0,0.0,10.60236416
1591018851249332773,0.0,0.0,10.80210048
1591018851448170140,0.0,0.0,11.000937984
1591018851649834109,0.0,0.0,11.202601728
1591018851849614958,0.0,0.0,11.402382592
