%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z,
1.58802270062994E+018,152.391242055,1128.16324249,-2.1216537427,0.0213602508,1.73029034664E-05,0.4855101181,8.703707648
1.58802270067534E+018,152.391230318,1128.1640331,-2.1216548332,0.0228501237,3.45616243512E-05,0.4338358658,8.74911104
1.58802270072009E+018,152.390704748,1128.16477028,-2.1216557604,0.0243801431,0.0006981045,0.3516555796,8.793855744
1.58802270076743E+018,152.390413728,1128.1656617,-2.1216527074,0.0251308186,0.0006171768,0.2890938172,8.841202176
1.58802270082336E+018,152.390257568,1128.16652576,-2.1216517071,0.0250955847,0.000410828,0.2339841703,8.8971264
1.58802270087295E+018,152.390178865,1128.16733097,-2.1216525178,0.0238427517,0.0002290306,0.150296974,8.946718464
1.58802270092517E+018,152.390144109,1128.1682726,-2.1216540956,0.0221731962,0.00010145,0.0877494097,8.998938368
1.58802270097258E+018,152.390135395,1128.16916789,-2.1216557275,0.0199006089,3.93237770533E-05,0.0335042245,9.046353664
1.58802270102316E+018,152.390142406,1128.16998985,-2.1216569537,0.01731891,2.24280907075E-05,-0.017343114,9.096928256
1.58802270107312E+018,152.390158137,1128.17098329,-2.1216575461,0.0132305096,1.12807577146E-05,-0.095876742,9.146891264
1.58802270112718E+018,152.39017786,1128.17201227,-2.1216577282,0.0099277795,3.01090277973E-06,-0.1546740008,9.200951296
1.58802270117684E+018,152.390199013,1128.17291913,-2.1216576174,0.0067102495,-6.25947837097E-06,-0.2044092677,9.250607104
1.58802270122034E+018,152.390219925,1128.1737206,-2.1216573678,0.0036332309,-2.61167437331E-05,-0.250916191,9.29411072
1.58802270126737E+018,152.390241567,1128.17443309,-2.1216571221,-0.0007708853,-4.03752227136E-05,-0.321004506,9.34114304
1.58802270131778E+018,152.390266402,1128.17523717,-2.1216568971,-0.0036184562,-1.08546736459E-05,-0.3719864647,9.391547392
1.5880227013741E+018,152.390292459,1128.17621391,-2.1216564157,-0.0057976655,3.15224057595E-05,-0.4142350365,9.447869952
1.58802270143696E+018,152.390316294,1128.17675785,-2.1216560306,-0.0103251344,0.00005056,-0.4275809606,9.51072512
1.58802270147911E+018,152.390334418,1128.17726794,-2.1216555156,-0.0127542525,4.19067142949E-05,-0.4739259938,9.552878592
1.5880227015176E+018,152.390351245,1128.17789832,-2.1216551235,-0.0145810596,8.26673875825E-06,-0.5260428389,9.5913728
1.58802270156687E+018,152.390366637,1128.17855286,-2.1216550673,-0.0163164949,-4.52273366136E-05,-0.559452192,9.64063872
1.58802270162456E+018,152.390375518,1128.17889654,-2.1216550208,-0.0185555293,-0.0001698072,-0.5691176313,9.698330624
1.58802270167409E+018,152.390910317,1128.17955841,-2.1216559714,-0.0190043444,-0.0008854588,-0.5952023428,9.747862784
1.58802270172772E+018,152.39121385,1128.18005896,-2.1216607246,-0.0190289385,-0.0007979716,-0.6141014226,9.801493248
1.58802270177762E+018,152.391384777,1128.18042367,-2.1216629022,-0.0190262241,-0.0006157785,-0.6268922785,9.851389952
1.58802270182577E+018,152.391478976,1128.18067396,-2.1216630326,-0.0187726805,-0.0004737991,-0.6354574334,9.899538944
1.58802270187512E+018,152.391528978,1128.18107027,-2.121662182,-0.0175421007,-0.0003759002,-0.6404203201,9.948890624
1.58802270192696E+018,152.392081892,1128.18129,-2.1216610601,-0.01645003,-0.0009222057,-0.6405162599,10.000725248
1.58802270197681E+018,152.392390921,1128.18138141,-2.1216636152,-0.0151994253,-0.0007468166,-0.6370339758,10.05057664
1.58802270202401E+018,152.392560411,1128.18137848,-2.1216640365,-0.0137047353,-0.0004562018,-0.6306211958,10.097784832
1.58802270207307E+018,152.39265001,1128.18130483,-2.1216626004,-0.0109198127,-0.0001585545,-0.6131809896,10.146835968
1.58802270212075E+018,152.392692369,1128.1811235,-2.1216601105,-0.0086146617,3.64916399263E-05,-0.596895774,10.194522368
1.58802270217185E+018,152.393236995,1128.18112807,-2.1216575946,-0.0061091011,-0.0004545537,-0.5796591838,10.245615104
1.5880227022218E+018,152.393537155,1128.18099402,-2.1216592217,-0.0019388474,-0.0002261939,-0.5472817566,10.295568384
1.58802270227374E+018,152.393697436,1128.18068648,-2.1216589992,0.0016274225,6.19692441172E-05,-0.5203956515,10.34751232
1.58802270232268E+018,152.393777515,1128.18031277,-2.1216573604,0.005356388,0.0002691421,-0.4944166134,10.39644672
1.58802270237194E+018,152.394341627,1128.17990833,-2.1216553659,0.0112737985,-0.0002059564,-0.4485516082,10.44571008
1.58802270242335E+018,152.394650832,1128.17936953,-2.1216571908,0.0150558817,-2.54037547476E-05,-0.4109862293,10.497115136
1.58802270247355E+018,152.394815228,1128.17881161,-2.1216572934,0.0179305321,0.0002165472,-0.3749091696,10.547323648
1.58802270252451E+018,152.39489568,1128.1782575,-2.1216559974,0.0201600064,0.0003702833,-0.3378584952,10.598281728
1.58802270257008E+018,152.39492853,1128.17770421,-2.121654378,0.0219423438,0.0004282804,-0.2987194721,10.643850752
1.58802270262272E+018,152.395462858,1128.17690697,-2.1216530952,0.0232607359,-0.0002369832,-0.2293266834,10.696494592
1.58802270267021E+018,152.395751809,1128.1760325,-2.1216561818,0.0237082946,-0.000184828,-0.17427034,10.743979008
1.58802270272204E+018,152.395902804,1128.17520079,-2.121657494,0.0239696955,-3.14968574751E-05,-0.1235510793,10.795813376
1.5880227027744E+018,152.395971871,1128.17442928,-2.1216571267,0.0233612196,2.98804661778E-05,-0.0427409468,10.848173056
1.58802270282197E+018,152.396525258,1128.17327543,-2.1216563377,0.022031713,-0.0005591488,0.0198053876,10.895739392
1.58802270287056E+018,152.39682611,1128.17225432,-2.1216591235,0.0207168452,-0.0004430413,0.0758330285,10.944333824
1.58802270292187E+018,152.396983091,1128.17135371,-2.1216598046,0.0190964617,-0.0002259466,0.1297989009,10.995640832
1.58802270297351E+018,152.397058089,1128.1703021,-2.1216587555,0.0152834192,-4.87006274259E-05,0.2175246428,11.047276032
1.58802270302159E+018,152.397087632,1128.1692056,-2.121656959,0.0120099485,6.19776686428E-05,0.2849500533,11.095363584
1.58802270307186E+018,152.397091578,1128.1682077,-2.1216551868,0.0089991994,0.0001200684,0.3449569087,11.145626624
1.58802270312212E+018,152.39708165,1128.16731158,-2.1216537969,0.0060618327,0.0001418779,0.4025757241,11.195887616
1.58802270317201E+018,152.397593662,1128.16649026,-2.1216528905,0.0031055857,-0.000468684,0.4595713714,11.24577664
