%time,field.throttle_bow,field.position_bow,field.lin_act_bow,
1.58802281411443E+018,25.6529471782,90,2,122.060872448
1.58802281434074E+018,-60.1736340633,90,2,122.287178752
1.58802281461261E+018,29.889076613,90,2,122.559050752
1.58802281484177E+018,-49.8665390301,90,2,122.788206336
1.58802281511233E+018,32.056268088,90,2,123.058768128
1.58802281534053E+018,-35.2111091244,90,2,123.286966016
1.58802281561184E+018,34.616473478,90,2,123.558285056
1.58802281583756E+018,5.2845167286,90,2,123.783995648
1.58802281611362E+018,37.5191684677,90,2,124.060060672
1.588022816342E+018,23.2823307526,90,2,124.288439552
1.58802281661595E+018,42.4120153596,90,2,124.562386688
1.58802281682778E+018,32.4041756067,90,2,124.774222592
1.5880228170454E+018,35.2590807219,90,2,124.991843328
1.58802281732051E+018,45.6134811694,90,2,125.266952448
1.58802281754238E+018,41.1875773836,90,2,125.48882432
1.58802281781962E+018,46.4012795769,90,2,125.766063616
1.58802281804247E+018,44.8208159326,90,2,125.988911872
1.58802281831575E+018,47.819173645,90,2,126.262189312
1.58802281854021E+018,48.6435668341,90,2,126.486651648
1.58802281882262E+018,48.9854279943,90,2,126.76905728
1.58802281903936E+018,51.6088175636,90,2,126.98580224
1.58802281931591E+018,50.2319192101,90,2,127.262347008
1.58802281954066E+018,54.1710712012,90,2,127.487103232
1.58802281981862E+018,50.3521537403,90,2,127.765063936
1.58802282004105E+018,55.9154781281,90,2,127.987485952
1.58802282031438E+018,49.4420852806,90,2,128.260824576
1.58802282053898E+018,57.123522425,90,2,128.485416448
1.58802282081197E+018,48.2928849956,90,2,128.758411008
1.58802282103594E+018,57.9193476022,90,2,128.982375424
1.58802282131432E+018,47.6832522168,90,2,129.260755456
1.58802282154261E+018,59.0685560886,90,2,129.48905216
1.58802282181838E+018,48.2965959972,90,2,129.764822528
1.58802282204332E+018,59.936735051,90,2,129.989760768
1.58802282231894E+018,48.5861545163,90,2,130.265380608
1.58802282254161E+018,60.5399343597,90,2,130.488045312
1.58802282281425E+018,48.254859204,90,2,130.760687104
1.58802282304026E+018,60.944756426,90,2,130.986704384
1.58802282331291E+018,47.6267015548,90,2,131.25934848
1.58802282354354E+018,61.011306777,90,2,131.489980672
1.58802282381314E+018,46.2301598713,90,2,131.759582976
1.5880228240404E+018,60.645001299,90,2,131.986838272
1.5880228243157E+018,44.5128091088,90,2,132.262144
1.58802282453654E+018,60.2479459329,90,2,132.482983936
1.58802282481365E+018,43.4064113492,90,2,132.760088064
1.58802282503742E+018,59.7912330902,90,2,132.983863808
1.58802282531245E+018,42.3561713129,90,2,133.258885888
1.58802282554089E+018,59.1703158493,90,2,133.48732928
1.58802282581506E+018,40.919617475,90,2,133.761503232
1.58802282604144E+018,58.300253545,90,2,133.98787584
1.58802282632149E+018,39.3487442329,90,2,134.26792704
1.58802282653851E+018,57.1851087794,90,2,134.484952576
1.58802282681183E+018,37.6657366695,90,2,134.758270464
1.58802282704237E+018,56.01090122,90,2,134.988808448
1.58802282731469E+018,34.9740159222,90,2,135.261128448
1.5880228275408E+018,54.2556066049,90,2,135.487241472
1.58802282781363E+018,32.4302241369,90,2,135.76007168
1.58802282804008E+018,52.309682851,90,2,135.986519808
1.58802282831496E+018,28.8412984289,90,2,136.261396736
1.58802282853955E+018,49.9800315302,90,2,136.485990912
1.58802282881239E+018,25.4801084037,90,2,136.758832128
1.58802282903938E+018,47.4988037076,90,2,136.985822208
1.58802282931467E+018,20.8533702638,90,2,137.261112832
1.58802282953807E+018,44.4637889025,90,2,137.484508672
1.58802282981332E+018,14.806755209,90,2,137.759762432
1.58802283003839E+018,40.9459732235,90,2,137.984827136
1.58802283031701E+018,1.4447881199,90,2,138.263447552
1.58802283054384E+018,36.911594643,90,2,138.490284032
1.58802283081555E+018,-21.0762198091,90,2,138.761990912
1.58802283104106E+018,32.5292657889,90,2,138.98749952
1.58802283132746E+018,-27.5307430304,90,2,139.273895936
1.58802283154213E+018,27.9772584825,90,2,139.488574976
1.58802283181826E+018,-33.0777702092,90,2,139.764696576
1.58802283203935E+018,21.6884606484,90,2,139.985792256
1.58802283231248E+018,-37.5519495766,90,2,140.258916352
1.58802283254005E+018,13.0032451744,90,2,140.486493952
1.58802283281279E+018,-39.0410088828,90,2,140.759233792
1.58802283303718E+018,-18.3794199481,90,2,140.983624448
1.58802283328056E+018,-82.5753260817,90,2,141.226998528
1.58802283351261E+018,-94.3992157002,90,2,141.459046656
1.58802283373893E+018,-94.3992157002,90,2,141.685367296
1.58802283401659E+018,-94.3992157002,90,2,141.963025408
1.58802283423953E+018,-94.3992157002,90,2,142.185972736
1.58802283451802E+018,-94.3992157002,90,2,142.464463872
1.58802283474365E+018,-94.3992157002,90,2,142.690086912
1.58802283502334E+018,-94.3992157002,90,2,142.969778432
1.58802283524007E+018,-49.2983825795,90,2,143.186507008
1.58802283551232E+018,-94.3992157002,90,2,143.458761472
1.58802283574207E+018,-49.2983825795,90,2,143.688508672
1.58802283601198E+018,-94.3992157002,90,2,143.95842304
1.58802283623953E+018,-49.2983825795,90,2,144.185967616
1.58802283651474E+018,-94.3992157002,90,2,144.461178368
1.58802283673953E+018,-49.2983825795,90,2,144.685974528
1.58802283701387E+018,-94.3992157002,90,2,144.960310016
1.58802283724171E+018,-49.2983825795,90,2,145.188153856
1.58802283751361E+018,-94.3992157002,90,2,145.46005248
1.58802283773584E+018,-49.2983825795,90,2,145.682283008
1.5880228380116E+018,-94.3992157002,90,2,145.958039552
1.58802283823674E+018,-49.2983825795,90,2,146.183176448
1.58802283851266E+018,-94.3992157002,90,2,146.459098624
1.58802283874145E+018,-49.2983825795,90,2,146.687889152
1.58802283901654E+018,-94.3992157002,90,2,146.962980864
1.58802283924253E+018,-49.2983825795,90,2,147.188970752
1.58802283951628E+018,-94.3992157002,90,2,147.462719232
1.58802283974383E+018,-49.2983825795,90,2,147.690267136
1.58802284001295E+018,-94.3992157002,90,2,147.959394304
1.58802284024245E+018,-60.2936014352,90,2,148.188888832
1.58802284051486E+018,-94.3992157002,90,2,148.461304576
1.58802284073925E+018,-81.1672321494,90,2,148.685694464
1.58802284101356E+018,-80.5471423346,90,2,148.960001024
1.58802284124092E+018,-90.9631399931,90,2,149.187362048
1.58802284151224E+018,-65.1792195219,90,2,149.4586752
1.58802284174462E+018,-94.3992157002,90,2,149.691063808
1.58802284201412E+018,-56.5957972322,90,2,149.960564224
1.58802284224487E+018,-94.3992157002,90,2,150.19130624
1.58802284251193E+018,-52.2228642971,90,2,150.458373376
1.58802284273921E+018,-94.3992157002,90,2,150.68564992
1.58802284301238E+018,-50.9449624186,90,2,150.958817792
1.58802284324125E+018,-94.3992157002,90,2,151.1876864
1.58802284351624E+018,-58.034211429,90,2,151.462678272
1.58802284374329E+018,-94.3992157002,90,2,151.689728256
1.58802284401505E+018,-62.1755562545,90,2,151.961486848
1.58802284424069E+018,-94.3992157002,90,2,152.187127808
1.58802284448105E+018,-94.3992157002,90,2,152.427490304
1.58802284471861E+018,-62.5393636069,90,2,152.665053952
1.58802284494046E+018,-94.3992157002,90,2,152.886902528
1.58802284521328E+018,-60.5164174617,90,2,153.159717888
1.58802284544216E+018,-94.3992157002,90,2,153.388603136
1.58802284571311E+018,-57.8281044839,90,2,153.659547392
1.58802284594169E+018,-94.3992157002,90,2,153.888131584
1.58802284621331E+018,-54.9054729639,90,2,154.159748608
1.58802284644202E+018,-94.3992157002,90,2,154.388455936
1.58802284671374E+018,-53.8760182873,90,2,154.660179968
1.58802284694293E+018,-94.3992157002,90,2,154.889371136
1.58802284721332E+018,-50.2294061626,90,2,155.159761152
1.58802284743834E+018,-94.3992157002,90,2,155.384777728
1.58802284771277E+018,-49.2983825795,90,2,155.659208448
1.58802284793782E+018,-94.3992157002,90,2,155.884260864
1.58802284821314E+018,-49.2983825795,90,2,156.159578624
1.58802284844098E+018,-94.3992157002,90,2,156.38742016
1.58802284871731E+018,-49.2983825795,90,2,156.663750656
1.58802284895033E+018,-94.3992157002,90,2,156.896768512
1.58802284921225E+018,-49.2983825795,90,2,157.158691328
1.58802284944403E+018,-94.3992157002,90,2,157.390465024
1.58802284971572E+018,-49.2983825795,90,2,157.662157824
1.58802284994161E+018,-94.3992157002,90,2,157.88804864
1.5880228502142E+018,-49.2983825795,90,2,158.160636672
1.58802285043873E+018,-94.3992157002,90,2,158.385173248
1.58802285071424E+018,-49.2983825795,90,2,158.660676096
1.58802285093727E+018,-94.3992157002,90,2,158.883707904
1.58802285121302E+018,-49.2983825795,90,2,159.159460352
1.58802285143692E+018,-94.3992157002,90,2,159.38336256
1.58802285171312E+018,-49.2983825795,90,2,159.659563776
1.58802285193767E+018,-94.3992157002,90,2,159.884114688
1.58802285222109E+018,-49.2983825795,90,2,160.16752896
1.58802285244177E+018,-94.3992157002,90,2,160.388210176
1.58802285272415E+018,-49.2983825795,90,2,160.670587136
1.58802285294016E+018,-94.3992157002,90,2,160.886605056
1.58802285321295E+018,-49.2983825795,90,2,161.159386624
1.58802285344203E+018,-94.3992157002,90,2,161.388468736
1.58802285371541E+018,-49.2983825795,90,2,161.661847808
1.58802285394235E+018,-94.3992157002,90,2,161.888786688
1.58802285421665E+018,-49.2983825795,90,2,162.163086592
1.58802285444128E+018,-94.3992157002,90,2,162.387718912
1.58802285471307E+018,-49.2983825795,90,2,162.659512832
1.58802285494179E+018,-94.3992157002,90,2,162.888229632
1.58802285521419E+018,-49.2983825795,90,2,163.160635136
1.58802285543957E+018,-94.3992157002,90,2,163.386012416
1.58802285571459E+018,-49.2983825795,90,2,163.661028608
1.5880228559416E+018,-94.3992157002,90,2,163.888039424
1.58802285621279E+018,-49.2983825795,90,2,164.159227392
1.58802285644144E+018,-94.3992157002,90,2,164.387884032
1.58802285671307E+018,-49.2983825795,90,2,164.659514112
1.58802285693662E+018,-94.3992157002,90,2,164.883061248
1.58802285721318E+018,-49.2983825795,90,2,165.159621632
1.58802285743751E+018,-94.0715664604,90,2,165.383954944
1.58802285771415E+018,-48.6680410171,90,2,165.660594432
1.58802285793963E+018,-87.7662278601,90,2,165.886070016
1.58802285822146E+018,-34.9575364251,90,2,166.167901952
1.588022858443E+018,-79.1289603257,90,2,166.389438208
1.58802285871585E+018,9.4467732268,90,2,166.662292992
1.58802285894093E+018,-68.1428461668,90,2,166.887370752
1.58802285921444E+018,27.3327253345,90,2,167.160882688
1.58802285944107E+018,-57.7765217221,90,2,167.387507712
1.5880228597154E+018,35.7464017138,90,2,167.661837824
1.58802285994439E+018,-41.0208428651,90,2,167.890833152
1.58802286021353E+018,41.2497417053,90,2,168.159972608
1.58802286044205E+018,-10.0991505657,90,2,168.388491008
1.588022860713E+018,42.5243924314,90,2,168.659436032
1.58802286094016E+018,24.0531570464,90,2,168.886602752
1.5880228612118E+018,43.0383075101,90,2,169.158244608
1.58802286143889E+018,33.7666564312,90,2,169.38532864
1.58802286171232E+018,43.3168460019,90,2,169.6587648
1.58802286193798E+018,40.1042922653,90,2,169.88442112
1.58802286221356E+018,43.5756533118,90,2,170.160003584
1.58802286243808E+018,45.4510130253,90,2,170.384521472
1.58802286271447E+018,45.1904196835,90,2,170.660913664
1.58802286294344E+018,50.0256273323,90,2,170.889875456
1.58802286321815E+018,48.5412061018,90,2,171.164593152
1.58802286344171E+018,53.8538847736,90,2,171.388146176
1.58802286371303E+018,51.2008733354,90,2,171.659474432
1.58802286394157E+018,56.8663890833,90,2,171.88800768
1.58802286421416E+018,51.256676958,90,2,172.16059648
1.58802286444247E+018,59.12982157,90,2,172.388909312
1.58802286471342E+018,52.017963982,90,2,172.65985792
1.58802286494106E+018,61.0576814862,90,2,172.887502336
1.58802286521423E+018,52.0962914227,90,2,173.160665856
1.58802286544362E+018,62.3194398838,90,2,173.390060544
1.58802286571355E+018,51.9244390594,90,2,173.659986176
1.58802286594015E+018,63.3790961652,90,2,173.886589952
1.58802286621307E+018,51.5650132185,90,2,174.159511296
1.58802286643682E+018,64.1155411097,90,2,174.383257088
1.58802286671237E+018,51.0518630594,90,2,174.65880576
1.58802286693971E+018,64.6067495159,90,2,174.886147328
1.58802286721541E+018,50.4366661638,90,2,175.161853952
1.58802286744108E+018,64.9896875316,90,2,175.387518976
1.58802286771849E+018,49.8611389672,90,2,175.66493184
1.5880228679403E+018,65.2699732666,90,2,175.886738176
1.58802286821179E+018,49.499645189,90,2,176.15822592
1.58802286844772E+018,65.4287176741,90,2,176.394159104
1.58802286871639E+018,49.3177883448,90,2,176.662831104
1.58802286894041E+018,65.6449203994,90,2,176.88684544
1.58802286921349E+018,49.1013395034,90,2,177.15993088
1.58802286943979E+018,65.7077908394,90,2,177.386228992
1.58802286971313E+018,48.7688343554,90,2,177.659572736
1.58802286993973E+018,65.5995603422,90,2,177.886171392
1.58802287021195E+018,47.9933246595,90,2,178.158385408
1.58802287044135E+018,65.309719895,90,2,178.387788032
1.58802287071464E+018,46.9963893838,90,2,178.661078528
1.58802287101322E+018,46.3583927935,90,2,178.959655424
1.58802287123625E+018,64.3742141484,90,2,179.182692352
1.58802287151172E+018,44.9985569328,90,2,179.458162176
1.58802287173812E+018,63.7549733985,90,2,179.684557312
1.58802287201446E+018,43.944776523,90,2,179.960904704
1.58802287224153E+018,62.897319692,90,2,180.187972608
1.58802287251676E+018,42.4965852228,90,2,180.463201536
1.58802287274279E+018,61.7762894841,90,2,180.689232384
1.58802287301568E+018,40.9706193765,90,2,180.962116352
1.58802287331696E+018,39.9864893735,90,2,181.263401984
1.58802287354172E+018,59.3989800307,90,2,181.488161792
1.58802287381315E+018,35.438920747,90,2,181.759589376
1.58802287403918E+018,56.7041730157,90,2,181.985621248
1.58802287431749E+018,28.3959878151,90,2,182.263932672
1.58802287454489E+018,53.7987148232,90,2,182.49133312
1.58802287481382E+018,25.5552878328,90,2,182.760258048
1.58802287504417E+018,51.8428284716,90,2,182.990611456
1.58802287531484E+018,25.092530742,90,2,183.261282048
1.58802287553881E+018,49.4914457422,90,2,183.485245952
1.58802287581282E+018,24.0946100409,90,2,183.759264256
1.58802287604206E+018,46.496409795,90,2,183.988496128
1.58802287631605E+018,22.0396230572,90,2,184.262490624
1.58802287653984E+018,43.252449765,90,2,184.486283008
1.58802287681804E+018,19.2586512506,90,2,184.76448256
1.58802287704387E+018,38.9342130809,90,2,184.99030784
1.58802287732223E+018,13.3314389902,90,2,185.268668928
1.5880228775495E+018,33.7088148408,90,2,185.495944704
1.5880228778137E+018,-10.7744750164,90,2,185.760144384
1.58802287804244E+018,28.2977418159,90,2,185.988877056
1.58802287832852E+018,-24.9716165233,90,2,186.274962944
1.58802287854268E+018,19.2277464754,90,2,186.489124864
1.5880228788153E+018,-35.9924992379,90,2,186.761744128
1.58802287904054E+018,-10.7100123358,90,2,186.986982656
1.58802287931315E+018,-43.9028344259,90,2,187.259590144
1.58802287954373E+018,-33.4036517582,90,2,187.490174464
1.58802287981217E+018,-48.1951456492,90,2,187.758613248
1.58802288004071E+018,-44.5110701485,90,2,187.987153408
1.58802288031306E+018,-48.4144430277,90,2,188.259503104
1.58802288054046E+018,-51.6290666281,90,2,188.48690432
1.58802288081613E+018,-48.8926812907,90,2,188.762566912
1.58802288104099E+018,-57.9011424745,90,2,188.987432448
1.58802288131673E+018,-53.6376272662,90,2,189.263171328
1.5880228815431E+018,-63.8043184814,90,2,189.489535488
1.58802288181727E+018,-55.9630420428,90,2,189.763705344
1.58802288203838E+018,-67.2060996016,90,2,189.984824576
1.58802288232183E+018,-57.1084444351,90,2,190.268274176
1.58802288254084E+018,-70.1542547302,90,2,190.487284992
1.58802288281376E+018,-56.5201530372,90,2,190.760205056
1.58802288304017E+018,-72.1836552029,90,2,190.986610176
1.5880228833131E+018,22.7272841256,90,2,191.259542016
1.58802288354185E+018,56.1388952245,90,2,191.48829184
1.58802288381357E+018,76.0698473138,90,2,191.760011776
1.58802288404123E+018,91.7696452191,90,2,191.987675136
1.58802288431878E+018,96.0346885067,90,2,192.265222912
1.58802288453899E+018,96.0346885067,90,2,192.48542976
1.58802288481439E+018,96.0346885067,90,2,192.760830208
1.58802288503653E+018,96.0346885067,90,2,192.982971392
1.58802288531505E+018,96.0346885067,90,2,193.261492992
1.58802288554014E+018,81.1641255929,90,2,193.486582528
1.58802288581565E+018,96.0346885067,90,2,193.762093568
1.58802288604035E+018,81.1641255929,90,2,193.9867904
1.58802288631381E+018,96.0346885067,90,2,194.260248064
1.58802288654062E+018,81.1641255929,90,2,194.487058944
1.58802288681329E+018,96.0346885067,90,2,194.759727872
1.58802288704036E+018,81.1641255929,90,2,194.986804224
1.58802288731444E+018,89.8354063978,90,2,195.260883712
1.58802288754123E+018,73.7248542173,90,2,195.487672832
1.58802288781386E+018,84.5475827076,90,2,195.760296192
1.58802288804369E+018,67.1807087518,90,2,195.990129408
1.58802288831411E+018,81.8724531095,90,2,196.260551936
1.58802288852774E+018,63.7812861649,90,2,196.474179584
1.5880228888118E+018,77.3369465369,90,2,196.758238976
1.5880228890374E+018,57.84424938,90,2,196.983835648
1.58802288931585E+018,73.6530407437,90,2,197.262290944
1.58802288954002E+018,52.8178407121,90,2,197.48645888
1.58802288981341E+018,70.4383093178,90,2,197.759845632
1.58802289004268E+018,48.2339020425,90,2,197.98911744
1.58802289031884E+018,67.4189208747,90,2,198.265281792
1.58802289054326E+018,43.7065759195,90,2,198.489695232
1.58802289082018E+018,64.9551567484,90,2,198.766619136
1.58802289104295E+018,39.8010838409,90,2,198.989388288
1.58802289131317E+018,63.2311570136,90,2,199.259608576
1.58802289154142E+018,53.6641259945,90,2,199.487858432
1.58802289181475E+018,63.3989481317,90,2,199.761189376
1.58802289204499E+018,62.219268076,90,2,199.991430144
1.58802289231896E+018,64.101125287,90,2,200.265403392
1.58802289254114E+018,67.822229478,90,2,200.487575808
1.58802289281184E+018,67.1079317775,90,2,200.758275072
1.5880228930388E+018,72.9153394297,90,2,200.985242112
1.58802289331529E+018,74.3862384208,90,2,201.261727744
1.58802289353867E+018,78.5936634748,90,2,201.485108736
1.58802289381222E+018,83.8544749853,90,2,201.758663936
1.58802289403526E+018,83.3975457393,90,2,201.981697024
1.58802289431364E+018,90.273476726,90,2,202.260076544
1.58802289453687E+018,86.6423364166,90,2,202.48331008
1.58802289481373E+018,94.3015606024,90,2,202.760165376
1.58802289503761E+018,88.9728295209,90,2,202.984050176
1.58802289531988E+018,96.0346885067,90,2,203.266316032
1.58802289554235E+018,90.5131573264,90,2,203.4887936
1.58802289581725E+018,96.0346885067,90,2,203.7636864
1.58802289604463E+018,91.418807586,90,2,203.991065856
1.58802289631557E+018,96.0346885067,90,2,204.262008576
1.58802289654171E+018,91.8840308726,90,2,204.488151808
1.58802289681943E+018,96.0346885067,90,2,204.765865728
1.58802289704221E+018,92.0432643517,90,2,204.988646912
1.58802289731688E+018,96.0346885067,90,2,205.263324928
1.58802289754238E+018,92.0401118644,90,2,205.488820992
1.58802289781352E+018,95.1254003315,90,2,205.759957504
1.58802289804009E+018,91.8922550605,90,2,205.986531328
1.58802289831308E+018,93.5162515704,90,2,206.259518464
1.58802289853913E+018,91.809026754,90,2,206.485571584
1.58802289881321E+018,93.2307823417,90,2,206.759649536
1.588022899043E+018,91.7731470624,90,2,206.98943744
1.58802289931397E+018,92.3929955999,90,2,207.260406272
1.58802289953618E+018,91.6771825877,90,2,207.482622464
1.58802289981331E+018,91.1303377647,90,2,207.75975424
1.58802290002853E+018,91.4387494987,90,2,207.97497088
1.58802290024132E+018,91.3320131298,90,2,208.187759104
1.58802290051668E+018,88.7448539296,90,2,208.463120384
1.58802290074394E+018,91.0100282337,90,2,208.690377472
1.58802290101716E+018,87.0885620943,90,2,208.963598592
1.5880229012421E+018,90.6690329811,90,2,209.188540672
1.58802290151281E+018,85.7538620403,90,2,209.459252992
1.58802290174899E+018,90.2353888943,90,2,209.695433472
1.58802290201693E+018,83.9995908378,90,2,209.96337408
1.58802290223981E+018,89.854785158,90,2,210.186248704
1.58802290251265E+018,81.7217786124,90,2,210.459093504
1.58802290274197E+018,89.3511774391,90,2,210.688406272
1.58802290301207E+018,79.0228063339,90,2,210.958511104
1.58802290324219E+018,88.6825410112,90,2,211.188630528
1.5880229035129E+018,76.8250267146,90,2,211.459339776
1.58802290373952E+018,87.9923582407,90,2,211.685962752
1.5880229040141E+018,73.773226165,90,2,211.960535808
1.58802290423822E+018,87.0482458364,90,2,212.184656384
1.58802290445763E+018,86.7069861792,90,2,212.404073728
1.58802290472965E+018,69.8788618895,90,2,212.676089856
1.58802290501594E+018,65.3002299398,90,2,212.962384128
1.58802290524133E+018,83.0612192512,90,2,213.18777088
1.58802290551641E+018,65.3002299398,90,2,213.462846976
1.58802290574493E+018,83.0612192512,90,2,213.691366912
1.58802290601859E+018,65.3002299398,90,2,213.9650304
1.58802290624377E+018,82.110815714,90,2,214.190214912
1.58802290651229E+018,64.0869717175,90,2,214.458727424
1.58802290674125E+018,80.4974780948,90,2,214.687691776
1.58802290701503E+018,62.0064340719,90,2,214.961466112
1.58802290723986E+018,78.8724367705,90,2,215.18630144
1.58802290751261E+018,59.8816764028,90,2,215.459052288
1.58802290774176E+018,76.8332667337,90,2,215.688200704
1.58802290801199E+018,57.1690892324,90,2,215.958429952
1.58802290823893E+018,74.6400368924,90,2,216.185365504
1.58802290851236E+018,54.1856899374,90,2,216.458802176
1.58802290873707E+018,72.2336570372,90,2,216.683510528
1.5880229090132E+018,50.8198297485,90,2,216.959639552
1.58802290923934E+018,69.3901686035,90,2,217.18577664
1.58802290951685E+018,46.689928095,90,2,217.463291136
1.58802290974089E+018,66.1264224596,90,2,217.687329536
1.58802291001815E+018,41.6852208102,90,2,217.964590336
1.58802291024084E+018,62.5299522202,90,2,218.187283712
1.58802291051832E+018,35.7064253512,90,2,218.464759552
1.58802291074131E+018,58.6077570968,90,2,218.687745536
1.58802291101446E+018,28.2811435166,90,2,218.960896
1.58802291124001E+018,53.3541636245,90,2,219.186446592
1.58802291151412E+018,14.5471874522,90,2,219.460563968
1.58802291174073E+018,46.5720478711,90,2,219.687172096
1.58802291201321E+018,-17.686967992,90,2,219.95964672
1.58802291224137E+018,38.3414791892,90,2,220.187805184
1.58802291251364E+018,-31.6202527792,90,2,220.460078336
1.58802291273586E+018,28.0449585443,90,2,220.682296832
1.58802291301316E+018,-41.327456519,90,2,220.959603712
1.58802291323646E+018,8.310187663,90,2,221.182897664
1.58802291351349E+018,-49.4263367624,90,2,221.459927808
1.58802291373877E+018,-39.0136639475,90,2,221.685214208
1.58802291401555E+018,-58.7563992021,90,2,221.961986048
1.58802291423989E+018,-57.0998726511,90,2,222.186328576
1.58802291451615E+018,-66.3750079389,90,2,222.462587904
1.58802291474024E+018,-69.0615140582,90,2,222.686682112
1.58802291501581E+018,-67.8246751131,90,2,222.962253824
1.58802291524277E+018,-76.6678189661,90,2,223.18920704
1.58802291552012E+018,-68.0887315627,90,2,223.466558976
1.58802291574242E+018,-82.6412949416,90,2,223.688861952
1.58802291601547E+018,-68.1588004074,90,2,223.961905408
1.58802291624038E+018,-86.5740918723,90,2,224.18682368
1.58802291651182E+018,-67.8441139673,90,2,224.458260992
1.58802291674256E+018,-90.6863686268,90,2,224.689003008
1.58802291701245E+018,-69.0584239949,90,2,224.958892032
1.58802291724056E+018,-93.8860993494,90,2,225.187000832
1.58802291751437E+018,-69.4064059387,90,2,225.46080512
1.5880229177455E+018,-94.3992157002,90,2,225.691942656
1.58802291801542E+018,-69.3761782429,90,2,225.96185856
1.58802291824206E+018,-94.3992157002,90,2,226.188502528
1.58802291851828E+018,-69.3390538336,90,2,226.464718592
1.58802291874175E+018,-94.3992157002,90,2,226.688192256
1.58802291901245E+018,-67.9997561014,90,2,226.9588864
1.58802291923879E+018,-94.3992157002,90,2,227.185231872
1.58802291951439E+018,-65.6815739888,90,2,227.46082816
1.58802291973937E+018,-94.3992157002,90,2,227.685807104
1.5880229200137E+018,-62.1241067496,90,2,227.960137216
1.58802292023771E+018,-94.3992157002,90,2,228.184146176
1.58802292051871E+018,-57.7406050598,90,2,228.465153792
1.58802292074019E+018,-94.3992157002,90,2,228.686635008
1.58802292101884E+018,-53.4425781917,90,2,228.96528128
1.58802292124201E+018,-94.3992157002,90,2,229.188448512
1.58802292151352E+018,-49.2983825795,90,2,229.459956224
1.58802292174127E+018,-94.3992157002,90,2,229.687707136
1.58802292201386E+018,-49.2983825795,90,2,229.96030464
1.5880229222421E+018,-94.3992157002,90,2,230.188544512
1.58802292251222E+018,-49.2983825795,90,2,230.45865728
1.58802292274129E+018,-94.0636095199,90,2,230.687734272
1.58802292301192E+018,-48.6526590849,90,2,230.958363136
1.58802292324255E+018,-91.8032827359,90,2,231.188993024
1.58802292351358E+018,-44.1243846553,90,2,231.460019456
1.58802292374099E+018,-88.9620992334,90,2,231.687433472
1.58802292401253E+018,-37.8599220831,90,2,231.958968576
1.58802292424166E+018,-85.584381031,90,2,232.188100608
1.5880229245149E+018,-29.048319686,90,2,232.461336832
1.58802292473773E+018,-81.5851272162,90,2,232.684165632
1.58802292501612E+018,-13.2382620845,90,2,232.962561792
1.58802292524404E+018,-76.138469417,90,2,233.190479872
1.58802292552466E+018,16.6742513836,90,2,233.471097344
1.58802292574013E+018,-69.4013697151,90,2,233.686568448
1.58802292601887E+018,26.0133905288,90,2,233.965313792
1.58802292624073E+018,-62.0369066857,90,2,234.18716672
1.58802292651429E+018,32.7148597273,90,2,234.46072832
1.58802292673989E+018,-53.6445660213,90,2,234.68633088
1.58802292701535E+018,36.0585145581,90,2,234.961790208
1.58802292723987E+018,-42.3927147341,90,2,235.186309376
1.58802292751401E+018,39.1551291355,90,2,235.460450304
1.58802292774061E+018,-25.3574755344,90,2,235.687048448
1.58802292801587E+018,41.8427102454,90,2,235.962314752
1.58802292822647E+018,13.6849183119,90,2,236.172909056
1.58802292844163E+018,18.8189688485,90,2,236.388073472
1.5880229287132E+018,44.4429211396,90,2,236.659639808
1.58802292893904E+018,27.4758853981,90,2,236.885484544
1.58802292921534E+018,44.4645500277,90,2,237.161775104
1.58802292944206E+018,32.7671137304,90,2,237.388499712
1.58802292971739E+018,41.9759971178,90,2,237.663834624
1.58802292994109E+018,36.1901018438,90,2,237.887526656
1.58802293021317E+018,41.1336517454,90,2,238.15961088
1.58802293044569E+018,39.7507523232,90,2,238.39213056
1.588022930713E+018,42.0303630829,90,2,238.659443712
1.58802293095373E+018,42.676909326,90,2,238.900173824
1.58802293122428E+018,44.2160555939,90,2,239.170715648
1.58802293144158E+018,46.6415163099,90,2,239.388016128
