%time,field.star_effort,field.port_effort,
1.58764325934221E+018,-20.4188179405,-46.5024199101,82.348895744
1.5876432596489E+018,-23.35844162,-45.2063210007,82.655592448
1.58764325969376E+018,32.5870237753,-62.4136468273,82.700444928
1.58764325999905E+018,-17.9429085296,-45.2063210008,83.005740544
1.5876432600406E+018,-16.871871564,-45.2063210007,83.04729344
1.58764326047015E+018,-46.222417742,-16.5686686639,83.476837888
1.58764326051875E+018,36.7986607409,-62.4136468272,83.525443072
1.5876432607512E+018,-10.4066405404,-45.2063210007,83.757888512
1.58764326102728E+018,-40.2836151921,-13.847729293,84.033972736
1.58764326126064E+018,-28.7723990251,-29.4849596909,84.267326976
1.58764326160209E+018,-28.094587446,-28.4370892373,84.608782592
1.58764326164383E+018,-51.7658458594,30.4594232982,84.650523392
1.58764326200054E+018,-28.7723990255,-26.8376293586,85.007227136
1.58764326206651E+018,-66.4050038982,52.7221805281,85.073201408
1.5876432623566E+018,-50.5744272422,30.4594233003,85.363288832
1.58764326239709E+018,-50.5744272421,31.7557435397,85.403775232
1.58764326266334E+018,-26.569170838,-20.55011363,85.670024704
1.58764326298673E+018,-21.5596960505,-21.4474560905,85.993422592
1.58764326306957E+018,-47.1717332281,37.8093200368,86.076261376
1.58764326335013E+018,-20.059690545,-18.8209942511,86.356816128
1.5876432633746E+018,-19.3215052181,-19.5803995473,86.381292544
1.58764326369274E+018,-17.4571400851,-18.6204100562,86.699433472
1.58764326378935E+018,-45.8886894676,38.3204886965,86.796038144
1.58764326408255E+018,-15.9348664633,-14.7748156434,87.089238272
1.58764326410541E+018,-29.2304150005,26.1984067916,87.112097536
1.58764326434766E+018,-24.2983513795,20.5198842037,87.354351616
1.58764326464338E+018,-9.710657307,0,87.650071552
1.58764326496909E+018,-7.8454799184,6.7010571421,87.975780864
1.58764326498839E+018,-17.171145934,24.3313390015,87.995081472
1.58764326531878E+018,-12.9186414715,25.2568264709,88.325474304
1.58764326532894E+018,7.199043331,9.3299109373,88.335634176
1.58764326566194E+018,12.087601384,12.7782226006,88.668633856
1.58764326569975E+018,-14.1527395933,26.8465694261,88.706438912
1.58764326594552E+018,14.5345126422,15.7507967705,88.952209152
1.587643265979E+018,-17.0396080338,27.8393752243,88.985691392
1.58764326626332E+018,14.9202103252,19.2647516785,89.270012416
1.5876432662907E+018,-19.7080307286,28.1863092446,89.297391104
1.5876432665722E+018,14.2699392978,22.1326007998,89.578885888
1.58764326658987E+018,-21.4077735437,27.4262616965,89.59656192
1.58764326682683E+018,-5.6762640745,23.909676806,89.833516544
1.58764326715427E+018,-12.4284905623,21.8055695277,90.160963584
1.58764326718287E+018,-22.695936307,24.8334158045,90.189555968
1.58764326742358E+018,-13.9927528381,20.7897687924,90.430270208
1.58764326768252E+018,-21.5989926256,24.537832523,90.68920576
1.58764326792971E+018,-11.866793039,17.721569639,90.936402432
1.58764326823276E+018,-10.1723064607,14.2754233793,91.239451648
1.58764326854519E+018,-8.4003438955,12.7399003812,91.551884032
1.58764326858315E+018,-18.1630212318,23.6274507664,91.589840896
1.58764326882826E+018,-4.7457243541,12.2632035601,91.834954752
1.58764326919808E+018,8.7853667178,11.5494857066,92.204773632
1.58764326920634E+018,-15.5893398564,21.2437527115,92.213028608
1.58764326945231E+018,-15.5825504662,21.2836756656,92.459001344
1.58764326988581E+018,6.8970994234,10.8318094644,92.892498944
1.58764326992898E+018,-14.6666849487,20.5541541649,92.935665152
1.58764327018269E+018,-13.6339643148,19.2683727597,93.189375232
1.58764327046429E+018,9.2253490258,7.7542671608,93.470975232
1.58764327049361E+018,-13.0683188418,18.3968769362,93.500302592
1.58764327075505E+018,9.5819631338,5.2174480088,93.761741824
1.58764327081545E+018,-13.3057636923,17.4919059221,93.82213888
1.58764327106891E+018,-13.7785888092,16.6029460583,94.075595776
1.58764327145492E+018,5.1264268525,-8.8628418033,94.461611776
1.58764327148119E+018,-14.136246739,15.9851634021,94.487883264
1.58764327177847E+018,-6.0762999909,-9.8510300685,94.785157376
1.58764327179428E+018,-14.679905001,15.3319739185,94.800966144
1.58764327205144E+018,-15.0919141143,14.9538798437,95.058128384
1.58764327234684E+018,-8.4804831557,-8.6170312893,95.353525248
1.58764327237663E+018,-15.4883196551,14.6380097344,95.383317248
1.58764327268029E+018,-9.9955153406,-6.8889517226,95.686977536
1.58764327269367E+018,-16.0054353087,14.4989744383,95.700360448
1.58764327299655E+018,-11.2144804675,-6.4566842812,96.003243008
1.58764327305008E+018,-16.5872326805,14.4841211086,96.056771072
1.58764327338084E+018,-12.2675162538,4.99689558,96.387534336
1.58764327345693E+018,-16.800018463,14.4692669411,96.463616
1.58764327374958E+018,-12.7798759375,7.0716351791,96.756265728
1.58764327377211E+018,-17.1004836245,14.5775846018,96.77880064
1.58764327404163E+018,-12.9651494861,8.1206703829,97.048321536
1.58764327407965E+018,-17.2569218983,14.6847225343,97.086340352
1.58764327434321E+018,-13.1695940369,9.1567013884,97.349902336
1.58764327472949E+018,-14.422211594,11.2068288518,97.73618176
1.58764327473648E+018,-17.4261102091,15.0717334806,97.743171072
1.5876432750365E+018,-13.1902350217,10.0835037545,98.043188736
1.58764327538263E+018,-13.9536124652,10.9818205794,98.389317376
1.58764327546621E+018,-17.0178184053,15.3927048517,98.472900608
1.58764327579121E+018,-12.5109188602,9.0132085689,98.797896704
1.58764327582192E+018,-16.8899472133,15.5164546809,98.828606208
1.58764327605268E+018,-16.7942711083,15.3085400362,99.059366912
1.58764327637333E+018,-11.5208994079,6.329241693,99.380022272
1.5876432763858E+018,-16.5982250874,15.1674152607,99.3924864
1.58764327668071E+018,-11.117822402,4.8846259956,99.687398912
1.58764327669176E+018,-16.4582521004,14.9607889316,99.698451968
1.58764327705094E+018,-10.7936460064,-8.023088256,100.057626624
1.58764327706135E+018,-16.3676848471,14.5828405278,100.068037632
1.58764327747598E+018,-9.4981069372,-8.9345988981,100.482669056
1.587643277498E+018,-15.9232855423,14.2495575443,100.504694528
1.58764327778665E+018,-8.1700194122,-10.3600179728,100.793342976
1.58764327781336E+018,-15.4839807402,13.8656165549,100.82004736
1.58764327805161E+018,-15.3055298015,13.4183302064,101.058299136
1.58764327835407E+018,-6.4976090702,-11.9677508231,101.360763136
1.58764327838913E+018,-14.8129960909,13.1482690234,101.395820032
1.58764327871879E+018,-3.2153441649,-13.7438431382,101.725481472
1.58764327873442E+018,-14.562535782,12.5501679784,101.741107456
1.58764327896915E+018,-14.3212296723,12.3797772022,101.975840512
1.58764327924555E+018,-4.4657963318,-13.4910665345,102.252239872
1.58764327928859E+018,-13.8597799233,11.8399819582,102.29527552
1.58764327955468E+018,-3.6023389907,-13.7353910989,102.5613696
1.58764327960682E+018,-13.2461185711,11.5107143147,102.613508352
1.58764327986815E+018,-12.8142288983,10.8018737975,102.874840064
1.58764328019532E+018,-4.4304461624,-14.1221181978,103.202010624
1.58764328023226E+018,-12.5417185597,10.0828794542,103.238948864
1.58764328060264E+018,-3.3752426183,-14.6617578278,103.609330176
1.58764328062723E+018,-11.5381645054,9.0537639643,103.633921792
1.58764328096898E+018,-5.5142424362,-14.1827982292,103.9756672
1.58764328103632E+018,-10.9540222243,7.6822547651,104.043009792
1.58764328134933E+018,-6.8043099141,-13.3111033807,104.3560192
1.58764328141598E+018,-10.153030534,6.7673945663,104.422672384
1.58764328173877E+018,-8.1102250315,-12.259190115,104.74545664
1.58764328177291E+018,-9.3089002976,5.2114377006,104.779600384
1.58764328203574E+018,-8.4259144612,-11.8044318763,105.042427648
1.58764328239788E+018,-9.0003239599,-9.6446054336,105.404566272
1.58764328245441E+018,-8.5507207085,5.3444061077,105.461103616
1.58764328281354E+018,-9.6257476158,-8.3297400179,105.820232448
1.58764328285181E+018,-7.8078833127,4.9934829404,105.858500608
1.5876432832291E+018,-10.2897781221,-6.2622774257,106.235789568
1.58764328323457E+018,-6.9874955153,4.2434735853,106.241255424
1.58764328364075E+018,-6.459785014,3.6159954341,106.647438336
1.58764328365504E+018,-10.1378270125,5.1419977077,106.661732608
1.58764328398436E+018,-9.2625722604,8.2043640412,106.991048448
1.58764328402786E+018,-5.2284646572,3.3693044009,107.03454976
1.58764328426645E+018,-5.0254910838,0,107.273135872
1.58764328464412E+018,-4.7615879274,-3.3736890198,107.650808832
1.58764328466211E+018,-8.6986481019,8.9669382457,107.668800768
1.58764328496412E+018,-10.4435630137,7.7745620556,107.970806272
1.58764328500927E+018,-6.5886450768,-6.0972804529,108.0159616
1.58764328526292E+018,-6.3898310941,-9.3117030566,108.269611776
1.58764328553499E+018,-12.2538256608,-11.2491271194,108.541681664
1.5876432858734E+018,-12.7378343751,-13.2750390663,108.880087296
1.58764328590071E+018,-9.8729942427,-11.8538251514,108.907396608
1.58764328617548E+018,-10.8220221866,-11.3742106954,109.182168576
1.58764328645512E+018,-11.5628974464,-10.6988253987,109.46180608
1.58764328649599E+018,-11.7510190105,-11.1660051691,109.50267904
1.58764328674309E+018,-9.838523603,-10.499117495,109.749781248
1.58764328679044E+018,-12.3182343003,-11.541980078,109.797125376
1.58764328704352E+018,-7.2274635871,-11.7137400397,110.050207744
1.58764328709819E+018,-12.5189972363,-11.8515480721,110.1048832
1.5876432873714E+018,-12.6335649761,-12.0346701316,110.378094336
1.58764328772861E+018,-3.0699503756,-10.9515430013,110.735302656
1.58764328774595E+018,-12.3770100421,-11.7685916811,110.752636928
1.5876432881206E+018,-28.9326999026,32.543883563,111.127291904
1.58764328812267E+018,-29.6373315254,36.5710873492,111.129363968
1.58764328834818E+018,-45.041861162,54.4720056597,111.354872576
1.58764328863422E+018,-61.2074976497,69.4193867189,111.640914432
1.58764328892755E+018,-74.5781229664,81.675596749,111.934243328
1.58764328914491E+018,-86.1031258262,91.9233535706,112.151596032
1.58764328943685E+018,-92.4499392161,96.2250448648,112.44353792
1.58764328981254E+018,-94.0493746746,96.1853743365,112.819229952
1.58764328984659E+018,-95.7369897364,96.2250448649,112.853282048
1.58764329020014E+018,-85.5202862012,87.2482632682,113.206825984
1.58764329033729E+018,-96.2250448649,96.2250448649,113.343983104
1.58764329071514E+018,-86.0662965822,86.0662965822,113.721828608
1.58764329073161E+018,-96.2250448648,96.2250448648,113.738303232
1.58764329122645E+018,-86.0662965789,86.0662965788,114.233142784
1.58764329126633E+018,-96.2250448649,96.2250448649,114.273024512
1.58764329188822E+018,-86.066286966,86.0662846832,114.894911232
1.58764329189799E+018,-86.066286966,86.0662846832,114.904679424
1.58764329217889E+018,-74.5355881459,76.9869091047,115.185582592
1.58764329218788E+018,-74.5355881459,74.994175827,115.1945728
1.58764329243861E+018,-60.8580483453,61.4188452848,115.445303808
1.58764329246619E+018,-60.8580483453,62.1544673921,115.472884224
1.58764329274061E+018,-43.0331290583,44.8478089203,115.747301632
1.58764329296337E+018,-34.9294759674,35.1158941723,115.970061312
1.58764329323096E+018,-34.2135772311,33.2160253548,116.237654016
1.58764329353829E+018,-33.5491022791,32.5802537693,116.544981248
1.58764329382861E+018,-31.8627678191,31.5359505721,116.835302912
1.58764329417589E+018,-30.3956833923,30.3107839951,117.18257664
1.58764329422479E+018,28.9243129349,50.5896322569,117.231478272
1.58764329446735E+018,-25.4491962789,26.5981021886,117.47403776
1.58764329475004E+018,-27.3804032261,27.0775981357,117.756724736
1.58764329478656E+018,-24.7931332354,25.1242347838,117.793245184
1.58764329503673E+018,-26.0437762084,25.6454196061,118.043421696
1.58764329536343E+018,-23.4241840566,23.3840597429,118.370116352
1.58764329541155E+018,34.2574601023,47.1612204187,118.418235904
1.5876432956803E+018,-21.5341949083,22.4437550383,118.68699392
1.58764329595785E+018,-22.7674547235,22.0413498341,118.964539136
1.58764329598323E+018,-20.5652601355,21.7190030488,118.989919232
1.58764329628545E+018,-30.0437257761,-3.4868715141,119.292136448
1.58764329634732E+018,-19.5825771371,20.9524424572,119.354013184
1.58764329664518E+018,-32.6270377749,-22.1924514328,119.651866112
1.5876432969376E+018,-15.7298463102,15.6704601664,119.944287232
1.58764329696431E+018,-17.5628448086,19.5676513633,119.970996224
1.58764329722545E+018,-16.4697697021,14.5357480847,120.232141824
1.58764329746134E+018,-16.2156141875,18.4870814618,120.468027136
1.58764329776161E+018,-14.342462691,12.0120995271,120.768304128
1.58764329778877E+018,-15.4866305329,18.0008220949,120.795461376
1.58764329808553E+018,-13.5705522922,10.8894451834,121.09222144
1.58764329810041E+018,-14.5853136617,17.2412793907,121.107097856
1.58764329836377E+018,-13.8952694584,16.5746316508,121.370463744
1.5876432986134E+018,-12.7403247784,10.7061997061,121.620090112
1.5876432986458E+018,-12.9350212762,15.468936931,121.652490752
1.58764329896463E+018,-12.8997846483,10.8856248362,121.971316224
1.58764329900101E+018,-12.3096084566,14.7626005509,122.007703808
1.58764329925659E+018,-11.834101582,14.1643614036,122.263274752
1.58764329958663E+018,-12.7953245682,10.884364346,122.593324544
1.58764329962014E+018,-11.8854519687,13.8727541043,122.626826752
1.58764329985741E+018,-11.5580255453,13.1467790345,122.864101632
1.58764330015259E+018,-12.8655994255,10.6851582193,123.15927552
1.58764330018816E+018,-11.4510075527,12.4987911921,123.194844672
1.58764330043884E+018,-13.5298728679,10.5153030108,123.445529856
1.58764330078056E+018,-13.2161495263,10.7204100681,123.787250432
1.58764330080213E+018,-10.7137842452,10.9291963319,123.808817664
1.58764330105867E+018,-10.6313294827,10.2456582025,124.065358848
1.58764330136623E+018,-12.0459514201,8.5097755413,124.372923904
1.58764330139818E+018,-10.4523915286,9.262912201,124.404872192
1.58764330168402E+018,-9.8084847418,8.1802998719,124.690713088
1.58764330202883E+018,-10.0226146779,8.3570407539,125.03552
1.58764330204876E+018,-11.4337044448,6.6489307449,125.055451136
1.58764330240585E+018,-10.0727422415,9.7817204444,125.412535552
1.58764330241609E+018,-11.2418055657,7.3970191787,125.42277888
1.58764330265992E+018,-9.5994870945,13.6728679533,125.666607104
1.58764330294179E+018,-11.8565632111,10.4888200464,125.948483072
1.5876433029725E+018,-12.1935598304,13.1750273734,125.979187712
1.58764330334283E+018,-11.7607155948,10.0427269985,126.349523456
1.58764330335084E+018,-12.7362827054,13.7031539479,126.357532672
1.58764330371364E+018,-9.9789282636,5.9649657975,126.720326912
1.58764330373373E+018,-12.9111288478,13.9280868573,126.740421632
1.58764330406482E+018,-4.9025093013,-7.9668609481,127.071505152
1.58764330411655E+018,-12.0673692123,13.8327644901,127.123236864
1.58764330437207E+018,-11.6503053694,13.6266870359,127.378760704
1.58764330464903E+018,12.8142712339,-11.6279750877,127.655716352
1.58764330471575E+018,-10.928104229,13.0382892223,127.722440448
1.58764330503267E+018,16.3089172753,-15.1076734518,128.039361792
1.58764330503672E+018,-10.3243438627,11.7359727063,128.043413248
1.58764330531933E+018,-10.2248103162,10.8885434375,128.326024704
1.58764330532676E+018,17.5399572444,-17.7053287276,128.333447936
1.58764330561171E+018,-7.3973288538,7.328728799,128.618395392
1.58764330561602E+018,16.7034991058,-16.8333590525,128.622708992
1.58764330589168E+018,-7.4964227069,7.0654162653,128.898369536
1.5876433061841E+018,11.7365378126,-13.4838514356,129.190790144
1.58764330625318E+018,-11.30315341,8.9355770156,129.259874048
1.58764330654299E+018,-6.9091314081,-11.7194855592,129.54967552
1.5876433065794E+018,-13.380313422,12.3644441377,129.586091776
1.58764330692089E+018,-10.2498136482,-8.8006462355,129.927576576
1.58764330693896E+018,-13.621611361,12.693545633,129.94565376
1.5876433071926E+018,-13.8951348273,13.1515823177,130.199287552
1.58764330751049E+018,-10.6815223465,-7.0395759795,130.517176576
1.58764330752829E+018,-14.0818386052,13.4973012326,130.534978048
1.58764330776119E+018,-14.2600763254,13.8261745065,130.767875072
1.58764330807214E+018,-10.5865460499,-7.234621183,131.078830592
1.58764330809768E+018,-14.3973218862,13.7836370894,131.104372736
1.58764330842112E+018,-9.2882597713,-8.8974782552,131.427806976
1.58764330843274E+018,-14.0890367903,13.576798976,131.439432192
1.58764330878252E+018,-8.4205229952,-10.2010442547,131.789208832
1.58764330881499E+018,-13.7857998706,13.3097665224,131.821675776
1.58764330906389E+018,-13.7421849724,13.0192434019,132.070577152
1.58764330938222E+018,-8.052218603,-11.0561980075,132.388907776
1.58764330941069E+018,-13.5672217222,13.0249302832,132.417374976
1.58764330967867E+018,-13.5703996871,12.9732680309,132.685360128
1.58764330999114E+018,-7.6868849286,-11.0316505989,132.997829632
1.58764331002226E+018,-13.4603915329,12.9022844022,133.028953088
1.58764331026899E+018,-13.2305504961,12.8256516058,133.275678976
1.5876433105632E+018,-6.946041529,-11.5844432013,133.569889536
1.58764331060689E+018,-13.0376039965,12.6562651704,133.613579008
1.587643310857E+018,-12.9334721801,12.4157395472,133.863691008
1.58764331113371E+018,-6.7450396055,-11.3911250141,134.140402176
1.58764331117862E+018,-12.7400868043,12.4281480179,134.1853056
1.587643311481E+018,-6.7161309979,-11.1216042022,134.4876928
1.58764331152873E+018,-12.7725563545,12.3022141781,134.53541888
1.58764331177172E+018,-12.6608460015,12.3836343648,134.778406912
1.58764331206718E+018,-6.3351775368,-10.7002018585,135.073870336
1.58764331209974E+018,-12.3574311814,12.2522823606,135.106425344
1.58764331238272E+018,-6.1231960878,-11.0152558868,135.389410304
1.58764331240204E+018,-12.3413930121,11.7559272828,135.408731392
1.58764331268773E+018,-12.0197803159,11.5612675162,135.69442304
1.5876433129833E+018,-6.2015248566,-11.0176770285,135.98998528
1.58764331302571E+018,-11.7899835164,11.3599049327,136.032402688
1.58764331328399E+018,-11.7193870041,11.2831495646,136.29068288
1.58764331354666E+018,-7.0430966678,-10.4954480924,136.553345536
1.58764331357784E+018,-11.5243992845,10.8992083929,136.584529152
1.58764331385353E+018,-6.771361733,-10.6373400374,136.860214784
1.58764331388448E+018,-11.0177952808,10.6131914841,136.891165952
1.58764331416471E+018,-5.8129936322,-11.2287550513,137.171402496
1.58764331422074E+018,-10.4061787802,9.9886552751,137.227433984
1.58764331449218E+018,-10.2323709477,9.1429860889,137.498867968
1.5876433147606E+018,-6.9373080571,-11.5430782172,137.767288576
1.5876433148265E+018,-9.3749512679,9.2934103469,137.83318784
1.58764331515119E+018,-8.0720531147,-10.6183558617,138.157876736
1.58764331516167E+018,-8.6844241298,7.9964331147,138.168356864
1.58764331546044E+018,-7.4885516035,-10.8530371551,138.467128832
1.58764331553287E+018,-7.9075263633,6.7391189675,138.53956352
1.58764331587822E+018,-8.2264749876,-9.8146319975,138.884908032
1.58764331594598E+018,-8.0076649729,5.7579853778,138.952667136
1.58764331628211E+018,-9.1700005739,-8.1867534584,139.288799232
1.58764331632209E+018,-7.2853145581,5.5682921341,139.328781312
1.58764331658911E+018,-6.7173315658,5.3497691684,139.595799552
1.58764331691409E+018,-10.1778422049,-6.7567914836,139.92077568
1.58764331694396E+018,-6.714944517,4.9947854561,139.950646272
1.58764331729197E+018,-10.1967357252,5.2796902183,140.298662912
1.58764331731781E+018,-6.1540544957,4.6605163602,140.324496384
1.58764331761449E+018,-5.3758078652,4.2576042692,140.621183488
1.58764331765599E+018,-9.5943970158,6.2140866463,140.662682112
1.58764331793556E+018,-9.2558685786,6.9404107769,140.942247424
1.58764331797502E+018,-4.9898612631,2.2235265491,140.981711872
1.58764331877024E+018,-4.9898612631,2.2235265491,141.776925696
1.58764331877833E+018,-43.3214792831,-8.996413628,141.785019392
1.5876433190409E+018,-49.7417886755,-41.939460025,142.047588864
1.58764331905843E+018,-61.0622831143,-31.2092543992,142.065120512
1.58764331932987E+018,-66.1602101957,-53.1589071747,142.336559872
1.58764331971381E+018,-60.0069454644,-68.3938686131,142.72050176
1.58764331973551E+018,-75.7707496443,-68.3938686131,142.742203136
1.58764332004325E+018,-62.3646907297,-80.8057740247,143.049943552
1.58764332043965E+018,-45.138706206,-68.393868613,143.446340608
1.58764332046536E+018,-45.138706206,-68.393868613,143.472054272
1.58764332074935E+018,-13.6253787504,-80.8057740245,143.756040704
1.5876433207754E+018,-37.3469342496,-53.1589071745,143.782086912
1.58764332101864E+018,-26.0562329386,-68.393868613,144.025329664
1.58764332124033E+018,34.247986465,-53.1589071745,144.247020544
1.58764332162704E+018,47.9939338577,-31.2092543989,144.633728256
1.58764332163503E+018,31.1333711545,-68.3938686129,144.64172288
1.58764332219107E+018,51.6469190353,-53.1589071743,145.197755904
1.58764332221087E+018,47.7531773202,-80.8057740248,145.217560576
1.58764332246495E+018,62.5693910931,-68.3938686132,145.471635456
1.58764332276435E+018,65.7386603579,-53.1589071748,145.77104128
1.58764332278208E+018,65.7386603579,-53.1589071748,145.788771328
1.58764332302861E+018,66.2071164461,-68.3938686132,146.035297536
1.58764332328626E+018,60.6234416594,-53.1589071749,146.292945408
1.58764332355203E+018,63.1649215594,-68.3938686132,146.558723328
1.58764332359664E+018,73.1441687036,-68.3938686133,146.603328
1.58764332384172E+018,71.2526013957,-78.1539792816,146.848406272
1.58764332414428E+018,68.5906302217,-79.0904127599,147.150966272
1.5876433241799E+018,56.7897997337,-68.9024353869,147.186585856
1.58764332446256E+018,45.0009303949,-64.4439124028,147.469252608
1.58764332449488E+018,37.0571113546,-66.5567647314,147.50156544
1.58764332483683E+018,-21.8774392904,-63.9991764845,147.843520256
1.58764332488671E+018,-21.8774400039,-59.9847709503,147.89339648
1.58764332520803E+018,-36.5291503146,-63.8221955846,148.214723072
1.58764332531312E+018,-48.2749855824,-48.9042760944,148.319812096
1.58764332555923E+018,-33.2759411469,-65.1419992952,148.565915392
1.58764332591457E+018,-45.9098729561,-63.1013608388,148.92126208
1.58764332601084E+018,-54.3979789247,-48.9042760943,149.017532928
1.58764332625416E+018,-46.5112712769,-65.1419992951,149.260851712
1.58764332651714E+018,-63.3652129141,-48.9042760943,149.523830784
1.58764332674902E+018,-46.511271277,-61.3062280448,149.75570944
1.58764332709667E+018,-45.4341879869,-52.0856398807,150.103360512
1.58764332714648E+018,-63.3652129141,-43.6646509803,150.15316736
1.58764332745255E+018,-76.5963580042,-38.3462642796,150.459239936
1.58764332748106E+018,-46.511271277,-42.7212821558,150.487753216
1.58764332782001E+018,-39.6412883213,-34.9863881648,150.826699008
1.58764332801186E+018,-39.6412883213,-34.9863881648,151.01854976
1.58764332825156E+018,-40.3461054047,-17.5249084207,151.258246144
1.58764332852402E+018,-58.9886435949,-12.7998123572,151.530706176
1.58764332876641E+018,-46.0517329462,26.1676854542,151.773100032
1.58764332902451E+018,-63.0286756896,41.9533946859,152.031200256
1.58764332925416E+018,-46.0517329461,46.9439592655,152.260851456
1.58764332958791E+018,-63.0286756896,49.5178671549,152.594596608
1.58764332961452E+018,-40.7882194569,50.7173465308,152.621207808
1.58764332985473E+018,-45.0054886366,48.7280235015,152.861417472
1.58764333013092E+018,-62.2683375342,40.9780117268,153.137606912
1.5876433303493E+018,-45.0054886366,54.1446415387,153.3559936
1.58764333061602E+018,-62.2683375342,46.7508821249,153.622712832
1.58764333083806E+018,-45.0054886366,53.0054924997,153.844752384
1.58764333113156E+018,-62.2683375342,45.4191463656,154.138249472
1.58764333146864E+018,-75.6914639251,47.7077299121,154.475329536
1.58764333147006E+018,-45.0054886367,51.3125867206,154.476747008
1.58764333182463E+018,-48.5322103213,49.0517490061,154.8313216
1.58764333185012E+018,-62.2683375342,42.7647232347,154.856808448
1.58764333217034E+018,-46.3915984426,45.0380316254,155.177032704
1.58764333220791E+018,-75.6914639251,43.1964009272,155.21460224
1.58764333246048E+018,-62.2683375342,27.1368277936,155.467170304
1.5876433327261E+018,-75.6914639251,30.6113229799,155.732794368
1.58764333303528E+018,-69.4683485347,52.8100837571,156.041965312
1.58764333336623E+018,-58.1777094502,58.1872569922,156.372918784
1.58764333337203E+018,-54.5343891162,30.6113229799,156.378722304
1.58764333363678E+018,-57.8162359138,51.5111359807,156.643467264
1.58764333396192E+018,-52.1680350026,51.8716744977,156.968608512
1.58764333405181E+018,-51.9893176235,28.3115703177,157.058502144
1.58764333457733E+018,-59.965184156,-32.4084377646,157.584021504
1.58764333458406E+018,-67.4888212879,15.7478885798,157.590750976
1.58764333493592E+018,-78.162337669,-40.0481693572,157.942605824
1.58764333493858E+018,-72.1997319195,-40.0481692106,157.945266176
1.58764333521348E+018,-84.0514910106,-57.6206786536,158.220169472
1.58764333544574E+018,-84.5304106818,-71.9165798711,158.452428032
1.58764333573737E+018,-78.9993700994,-63.1857925831,158.744061952
1.58764333602848E+018,-70.6069433219,-58.8158007787,159.035173376
1.58764333626515E+018,-78.8027516354,-72.8776390472,159.271839232
1.58764333653523E+018,-67.7759820396,-58.8158007787,159.541924608
1.58764333682771E+018,-54.2386858414,-40.0929740651,159.834396416
1.58764333708875E+018,-53.9129914275,-49.0620089431,160.095441152
1.58764333732331E+018,-54.8152545987,-39.8076826494,160.329999872
1.58764333754324E+018,-52.7051944002,-47.9795076171,160.549929984
1.58764333781856E+018,-55.5176450364,-38.1932692996,160.82525184
1.58764333811865E+018,-51.6829584376,-30.7853765395,161.125341952
1.58764333812382E+018,-50.4480817327,-42.6701364758,161.130513408
1.58764333835327E+018,-59.5417502503,-53.5900510268,161.359956736
1.58764333876778E+018,-73.4647662134,-66.6318478241,161.774470656
1.58764333876901E+018,-64.4989234815,-47.8302265878,161.775703808
1.58764333902313E+018,-63.3068555806,-37.2851409911,162.029822976
1.58764333937361E+018,-55.8826399504,-28.0742360386,162.380297472
1.5876433393971E+018,-58.3235875706,-40.8482618995,162.403790592
1.58764333961591E+018,-62.0768706811,-32.9523297019,162.622603008
1.58764333984243E+018,-57.0827182411,-34.3407523908,162.849124608
1.58764334017676E+018,-56.6034543818,-28.8024446232,163.183450112
1.58764334018708E+018,-59.1688714221,-27.806564881,163.193767424
1.58764334042504E+018,-54.2593768727,-20.2578216141,163.43172608
1.58764334066357E+018,-50.1290432941,-14.5730856393,163.670255872
1.58764334093011E+018,-51.2936060947,-15.8993938086,163.93680128
1.58764334125252E+018,-48.4115472729,-22.6410907779,164.259214336
1.58764334131054E+018,-49.8765288248,12.4856945866,164.317231104
1.58764334158143E+018,-57.1892509376,36.5430896938,164.588116736
1.58764334189363E+018,-56.8288505409,23.9521126239,164.90032128
1.58764334191025E+018,-49.78328605,27.6056979349,164.916934912
1.58764334215258E+018,-59.2876708004,40.3889216405,165.159268352
1.5876433424433E+018,-51.2083864212,35.9863464288,165.449989376
1.58764334273882E+018,-52.07841661,32.4077252768,165.745512448
1.58764334279806E+018,-52.07841661,32.4077252768,165.80475136
1.58764334303865E+018,-53.3293005313,35.7125040998,166.045344256
1.58764334336129E+018,-53.7115976435,37.2336117609,166.367979008
1.58764334341492E+018,-51.9614891658,35.995193684,166.421612544
1.58764334368124E+018,-54.3509892434,38.6275349619,166.687931648
1.58764334391684E+018,-51.0979665886,38.9204875193,166.923531008
1.58764334418637E+018,-54.7664296259,39.978065609,167.193057792
1.58764334443539E+018,-50.5829577964,40.6200901111,167.442083072
1.58764334482485E+018,-54.3723971697,37.1452449941,167.831537152
1.58764334486076E+018,-54.3723971697,37.1452449941,167.86745344
1.58764334511192E+018,-49.5401680252,39.388224428,168.118614528
1.58764334534528E+018,-45.0429544691,37.410650501,168.351967232
1.58764334561517E+018,-37.579080066,39.9818996982,168.621860352
1.5876433458517E+018,-33.1221288119,39.8055523271,168.8583936
1.58764334614513E+018,-17.6617857508,42.2837965237,169.151817728
1.58764334617654E+018,-33.1882273796,34.5065719375,169.18322688
1.58764334646885E+018,27.3933096809,48.6370891241,169.475538432
1.58764334650022E+018,-31.6387438307,31.5286842831,169.506907648
1.58764334680262E+018,-29.2633154414,29.16442838,169.809307136
1.58764334683748E+018,29.1691916354,44.9191046323,169.84417024
1.58764334716012E+018,-13.9308119203,14.7169340935,170.16680704
1.58764334719388E+018,-26.1827540274,26.1390292318,170.200573952
1.58764334753226E+018,-7.532156215,11.2962824636,170.538954752
1.5876433475458E+018,-23.5561742603,23.4592200835,170.5524864
