%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z,secs_since_start
1591962133440667995,152.552372331,1128.01534668,-2.13235676888,0.185349880226,0.0459917817651,0.774725370774,0.0
1591962133489061359,152.553882574,1128.00702543,-2.13234725238,0.182433940139,0.0449543825438,0.75083350464,0.048393472
1591962133538828489,152.555945405,1127.99258026,-2.13238928983,0.179134731729,0.0422356544196,0.702593078724,0.09816064
1591962133592775625,152.55725499,1127.98054689,-2.13237581107,0.180426337396,0.0404594350959,0.662767152507,0.152107776
1591962133636938748,152.558146868,1127.96991525,-2.13225720124,0.179550309129,0.0383742731086,0.625204019486,0.196270848
1591962133689819776,152.558815873,1127.95575064,-2.13209567971,0.171294522139,0.0349341515683,0.562696398818,0.249151744
1591962133734713482,152.558838361,1127.9449377,-2.13188709973,0.168074796121,0.0322990817767,0.51348099028,0.294045696
1591962133783214064,152.557996156,1127.93601672,-2.13157957443,0.162239344269,0.0302302745333,0.468829745225,0.342546176
1591962133833187045,152.556682783,1127.92829906,-2.13125080953,0.154943192281,0.0279151334136,0.424964067115,0.392519168
1591962133887401182,152.554069554,1127.91868367,-2.13085777499,0.135940517033,0.0251529412787,0.352110667127,0.446733312
1591962133935303793,152.551274775,1127.91173758,-2.13038681452,0.122399524102,0.0220400946207,0.295183949003,0.494635776
1591962133985937478,152.547861284,1127.90640407,-2.12988102693,0.109064543647,0.0192992514003,0.243277609926,0.545269504
1591962134035050143,152.544155605,1127.9024413,-2.12929968126,0.0949814784331,0.0164856990076,0.192818292901,0.594382336
1591962134084842504,152.538075781,1127.89796666,-2.12874495936,0.071084366444,0.013760053824,0.109412326592,0.644174592
1591962134137903041,152.532554277,1127.89565281,-2.12796141695,0.0550294669414,0.0106518503894,0.0473544924534,0.6972352
1591962134188082666,152.526578969,1127.894741,-2.12725130961,0.0406592110712,0.00711904445642,-0.00847888648485,0.747414784
1591962134235009388,152.517809356,1127.89483434,-2.12648348009,0.0180180592224,0.00455691025115,-0.0935354831659,0.794341376
1591962134285959709,152.509630489,1127.8965875,-2.12564031598,0.00262178134425,0.000328105679408,-0.158426904272,0.845291776
1591962134334972255,152.501788661,1127.89934582,-2.12476829791,-0.0101790946752,-0.00422786797022,-0.216564819906,0.894304256
1591962134383886820,152.494210467,1127.90303512,-2.12387015369,-0.020694366682,-0.00838420341652,-0.272823103469,0.943218944
1591962134433873847,152.482567639,1127.90956278,-2.12293252926,-0.0323994339949,-0.00964415427202,-0.365676765077,0.993206016
1591962134488639411,152.471833429,1127.91667594,-2.12193449979,-0.0409290226361,-0.0136987400338,-0.438243422661,1.047971584
1591962134534799390,152.462175627,1127.92440828,-2.12091901446,-0.0478775325454,-0.0187283948109,-0.504479409338,1.094131456
1591962134585892609,152.452639661,1127.93262532,-2.11990095828,-0.0539632543587,-0.0227127384023,-0.569999549327,1.145224704
1591962134634758672,152.438479448,1127.94551557,-2.11886418071,-0.055209301383,-0.0228395733859,-0.682001825085,1.194090752
1591962134689440688,152.425901679,1127.95800119,-2.11776725203,-0.0573264454485,-0.0271507781561,-0.771421541567,1.248772864
1591962134733907289,152.414304262,1127.97047881,-2.11668135358,-0.05764675355,-0.0316139862048,-0.853922428241,1.293239296
1591962134789703924,152.3975028,1127.98875042,-2.11559565448,-0.0505309174805,-0.0307343969911,-0.988912345916,1.349036032
1591962134834931522,152.383572763,1128.00586543,-2.11446346531,-0.0494726794436,-0.035593138094,-1.09537543151,1.394263552
1591962134885131039,152.370818167,1128.02228594,-2.11336820049,-0.0495118759584,-0.0398366968587,-1.19320584887,1.444463104
1591962134934674179,152.352934949,1128.04554316,-2.11227478305,-0.0380757500075,-0.0383529125876,-1.35324850957,1.494006272
1591962134984307917,152.337495577,1128.06652333,-2.1111757372,-0.0334693948003,-0.04195226741,-1.47859485826,1.543640064
1591962135033413565,152.323961062,1128.08645697,-2.11009793391,-0.0294114573938,-0.0466361171028,-1.59289865049,1.592745728
1591962135086386619,152.311064592,1128.1055835,-2.10909464588,-0.0248735245564,-0.0495577278395,-1.70449317486,1.645718784
1591962135134850115,152.293258181,1128.13319718,-2.10810960544,-0.0074482706,-0.0469535701949,-1.88979569865,1.694182144
1591962135187398128,152.277992446,1128.15794861,-2.10712322252,-0.00191627247669,-0.0498175866804,-2.03371771267,1.74673024
1591962135231161084,152.264209579,1128.18096466,-2.10621263329,0.00133294341854,-0.0529911092196,-2.1628822317,1.790493184
1591962135287219753,152.251192729,1128.20323344,-2.10529639512,0.00483993263857,-0.0558593726802,-2.28821489834,1.846551808
1591962135333751422,152.233554443,1128.23434743,-2.10456642809,0.0225734307605,-0.0520560809698,-2.48915567785,1.893083392
1591962135387651911,152.218332061,1128.26213688,-2.10367329667,0.0267270014249,-0.0550153049428,-2.64392143537,1.946983936
1591962135434207799,152.205403111,1128.28723669,-2.10312363444,0.0281778246547,-0.0574100887903,-2.77819395406,1.99353984
