%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z,secs_since_start
1591963583185614093,152.425872501,1128.01500877,-2.1152106274,0.00122356623145,-0.015267719097,0.458252749457,0.0
1591963583231325707,152.422245896,1128.00865851,-2.11509663687,-0.000760628738763,-0.015324957721,0.480111560397,0.045711616
1591963583282369052,152.416992405,1127.99888017,-2.11465566672,-0.00335957014677,-0.0157482796373,0.521085633147,0.096754944
1591963583358465511,152.412557429,1127.99014579,-2.11425458825,-0.00195337851687,-0.0173415442804,0.554673312971,0.172851456
1591963583389002706,152.408616533,1127.98210066,-2.1139071408,0.00045992424881,-0.0186832805974,0.586991114299,0.203388672
1591963583430384367,152.404990431,1127.97452229,-2.11362874757,0.00289405855375,-0.0193685381437,0.620382528343,0.244770304
1591963583496462866,152.399303311,1127.96316033,-2.11320907478,0.00402054294745,-0.0180848121244,0.682271906682,0.310848768
1591963583530457062,152.394908719,1127.95373489,-2.1131729779,0.00656450213416,-0.0177150073098,0.730720528224,0.344843008
1591963583581044596,152.390933561,1127.94460486,-2.11289059433,0.0113335462931,-0.0185988056136,0.778708230299,0.3954304
1591963583631518813,152.387309819,1127.93588422,-2.11266450059,0.0157845934024,-0.0190578754797,0.827486330755,0.44590464
1591963583681231332,152.382324074,1127.9236621,-2.1124965481,0.0175598582655,-0.0171699456471,0.913172985477,0.49561728
1591963583731732068,152.378158469,1127.91302073,-2.11234593178,0.0222760665818,-0.0171623816172,0.98199592279,0.546117888
1591963583782827667,152.374464454,1127.90340623,-2.11223302087,0.0271492418314,-0.017326662099,1.04618176551,0.597213696
1591963583831460722,152.369983431,1127.89064012,-2.11216019692,0.029754093522,-0.0161352876574,1.15182940551,0.645846528
1591963583882264056,152.366116608,1127.87939498,-2.11211338722,0.0343651112299,-0.0162523603936,1.23417433426,0.696649984
1591963583931272404,152.36313107,1127.86941903,-2.11210771985,0.0384196302974,-0.0169977089038,1.30843837892,0.745658368
1591963583983053904,152.360630146,1127.86016629,-2.11209749968,0.0413509423354,-0.0174864778314,1.38076370666,0.797439744
1591963584032458607,152.35739582,1127.84797582,-2.11221323575,0.0383578840123,-0.0159179605855,1.49766145585,0.846844416
1591963584082672456,152.354764143,1127.83726398,-2.11229195986,0.0389531754013,-0.0156428008744,1.58816959108,0.897058304
1591963584131791177,152.352478181,1127.82784425,-2.11240504791,0.0400698889406,-0.0154223911106,1.66878338087,0.946177024
