%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z,secs_since_start
1590675090915220243,152.257925135,1128.51113021,-2.12025271129,-0.00247967521568,-0.0107933156176,0.471199609882,0.0
1590675090970715701,152.254554705,1128.51319608,-2.1203499765,-0.00315580658943,-0.0106614659338,0.528297999988,0.055495424
1590675091016490060,152.251697001,1128.51528899,-2.12046831912,-0.00338647384388,-0.0109021224796,0.582447643875,0.10126976
1590675091058718691,152.247554756,1128.51906184,-2.1206086047,-0.00088942145895,-0.00894492665601,0.668536652179,0.143498496
1590675091110474451,152.243765678,1128.52238735,-2.12075932307,-0.000156368675421,-0.00824895837669,0.733384126507,0.195254272
1590675091158019183,152.240697245,1128.52582164,-2.12092444023,0.000690324902835,-0.00845060771645,0.789968946008,0.242798848
1590675091210066253,152.236471147,1128.53122669,-2.12111239986,0.0058773756391,-0.0062814382323,0.874313952869,0.294845952
1590675091277333492,152.234231203,1128.53427583,-2.12131609998,0.00459991236035,-0.00763713687044,0.905856965234,0.36211328
1590675091318870760,152.230409985,1128.53965387,-2.12152894558,0.0102621769242,-0.00575638271968,0.948761313597,0.40365056
1590675091355823595,152.226990079,1128.54425945,-2.12173289491,0.0133889574072,-0.00424328174841,1.02299793607,0.440603392
1590675091407611261,152.222483518,1128.55145149,-2.12195261659,0.0221394967289,-0.00241137291997,1.05098458098,0.492390912
1590675091463960270,152.220078169,1128.5554336,-2.12218572829,0.0209284962466,-0.00412823827208,1.11938026652,0.548740096
1590675091510260449,152.21782731,1128.55934683,-2.12242034536,0.0228325236533,-0.00447629497859,1.1726401481,0.595040256
1590675091570234674,152.21565914,1128.56370211,-2.12265622345,0.0263776457734,-0.00420233518879,1.2192751939,0.6550144
1590675091607326639,152.213000413,1128.56857965,-2.12288908056,0.0303814403031,-0.00304725968799,1.26245331238,0.692106496
1590675091668977808,152.209537199,1128.57634406,-2.12311204611,0.0398610107933,-0.00112679979455,1.32688732019,0.753757696
1590675091706801670,152.206136219,1128.58300638,-2.12332878121,0.0434566158237,-0.000195111120024,1.373499484,0.79158144
1590675091758829473,152.203300652,1128.58912326,-2.12354079946,0.0452455903006,-0.000194362591078,1.41191434649,0.843609344
1590675091808899798,152.200779,1128.59497768,-2.12375390784,0.0461242141567,-0.000155124401435,1.44578983047,0.893679616
1590675091858352114,152.196849679,1128.60375866,-2.1239598405,0.050429158471,0.00220477028604,1.49262414309,0.943131904
1590675091909524951,152.193700322,1128.61126797,-2.12414644297,0.0489901708304,0.00245314324068,1.52483256792,0.994304768
1590675091958335917,152.190991238,1128.61789122,-2.12432746034,0.0452765562537,0.00245962303087,1.54976219114,1.043115776
1590675092007220059,152.187471906,1128.62711953,-2.12449979068,0.0409461188757,0.00424926164844,1.57933197674,1.091999744
1590675092057940590,152.184549814,1128.63494179,-2.12464841106,0.0336726385422,0.00455979746269,1.59784942049,1.142720256
1590675092109595944,152.181430802,1128.64178749,-2.12478638329,0.0257538826864,0.00524548398507,1.61036695733,1.19437568
1590675092157316169,152.177667584,1128.65094498,-2.12490525117,0.0162180252387,0.00655256057898,1.62100770673,1.242095872
1590675092209267008,152.174594691,1128.65857784,-2.12499794829,0.00535362450637,0.00619486502474,1.62547011042,1.29404672
1590675092258942707,152.171910781,1128.66537154,-2.12507811409,-0.00458518738603,0.00560230403874,1.62607149235,1.343722496
1590675092311883485,152.169446461,1128.67145826,-2.12514283548,-0.0138101666689,0.00512511598037,1.62363858423,1.396663296
1590675092369241538,152.165513835,1128.67975397,-2.12518650898,-0.0250144348977,0.00652882989158,1.61287078508,1.454021376
1590675092415215310,152.162332108,1128.68649678,-2.12519186172,-0.0361124790521,0.00590556041929,1.60161420069,1.499995136
1590675092462588230,152.159587243,1128.69232947,-2.12517104685,-0.0454001211545,0.00500941936503,1.58880599781,1.547367936
1590675092513199055,152.157070321,1128.69768361,-2.12514537064,-0.0536543987457,0.00426363160052,1.57383418528,1.59797888
1590675092556473079,152.153112841,1128.70439769,-2.12508648552,-0.0632055682545,0.00527409405397,1.54390149964,1.641252864
1590675092605604310,152.149903427,1128.70986852,-2.12499627289,-0.0714734427191,0.00431956456699,1.51854176054,1.690384128
1590675092674188458,152.147125408,1128.71436085,-2.12488788566,-0.0782416133137,0.00309284538187,1.49390991313,1.75896832
1590675092726857011,152.142999888,1128.7194818,-2.12475963977,-0.0851110082195,0.00336642112372,1.45136105756,1.811636736
1590675092761215406,152.139196462,1128.72337845,-2.1245782054,-0.0889705718157,0.00248001043263,1.41778925224,1.845995264
1590675092810441998,152.13607549,1128.72632656,-2.12438647126,-0.0916553291761,0.000673709358495,1.38673571746,1.89522176
